mode,epoch,acc,loss,length,complexity,information_loss,kl_accuracy,distractors,vocab_size,hidden_size,n_epochs,embedding_size,heads,max_len,sender_cell,train_method,batch_size,random_seed
train,88,0.9006000757217407,0.14786049723625183,2.999999761581421,2.164827707576784,0.025587770082964735,0.34652841446561977,1,8,20,100,10,4,2,gru,gs,25,42
test,88,0.8890000581741333,0.16025862097740173,3.0,2.142020856183598,0.028158733998489734,0.38443306889766893,1,8,20,100,10,4,2,gru,gs,25,42
train,89,0.9053999781608582,0.14918988943099976,2.999999761581421,2.165750692133973,0.029710059501634432,0.3954009770696836,1,8,20,100,10,4,2,gru,gs,25,42
test,89,0.9079999923706055,0.14700278639793396,3.0,2.142020856183598,0.024904974327282434,0.32618477611031144,1,8,20,100,10,4,2,gru,gs,25,42
train,90,0.9056000113487244,0.1476665735244751,3.0,2.169128346166804,0.02652698018752918,0.3529386188240611,1,8,20,100,10,4,2,gru,gs,25,42
test,90,0.9139999747276306,0.14479346573352814,3.0,2.142020856183598,0.026006317536822626,0.3573572016063696,1,8,20,100,10,4,2,gru,gs,25,42
train,91,0.9050000905990601,0.1434302181005478,3.0,2.1758454541351524,0.026676979000053735,0.3565663304975253,1,8,20,100,10,4,2,gru,gs,25,42
test,91,0.8870000839233398,0.16287483274936676,3.0,2.142020856183598,0.040516150790546365,0.533887216680492,1,8,20,100,10,4,2,gru,gs,25,42
train,92,0.9017999172210693,0.15681888163089752,2.9999964237213135,2.1087073807931915,0.03123408345368581,0.4136557004265671,1,8,20,100,10,4,2,gru,gs,25,42
test,92,0.8810001015663147,0.1722184121608734,3.0,2.031478401366798,0.03263798658889792,0.43841268650851056,1,8,20,100,10,4,2,gru,gs,25,42
train,93,0.8993986248970032,0.15153080224990845,2.999966859817505,2.1306355416790157,0.028048942059830804,0.3773001081829206,1,8,20,100,10,4,2,gru,gs,25,42
test,93,0.9010000824928284,0.14734257757663727,3.0,2.1821519976088037,0.02916711957496333,0.38669747652873354,1,8,20,100,10,4,2,gru,gs,25,42
train,94,0.9035999178886414,0.15525010228157043,2.9999959468841553,2.1413814859478033,0.027683499266180068,0.37119183061926975,1,8,20,100,10,4,2,gru,gs,25,42
test,94,0.9030000567436218,0.15126481652259827,3.0,2.142020856183598,0.0349486379614799,0.44620273589686554,1,8,20,100,10,4,2,gru,gs,25,42
train,95,0.902999997138977,0.14739076793193817,2.9999966621398926,2.16758177589387,0.027873446222673008,0.3764466140742471,1,8,20,100,10,4,2,gru,gs,25,42
test,95,0.8850001096725464,0.16089574992656708,3.0,2.142020856183598,0.03146131243138371,0.40691028644907756,1,8,20,100,10,4,2,gru,gs,25,42
train,96,0.8934000134468079,0.15689708292484283,2.999997854232788,2.1667865329280955,0.027866170511784253,0.36805745350412883,1,8,20,100,10,4,2,gru,gs,25,42
test,96,0.8970000743865967,0.15513582527637482,3.0,2.142020856183598,0.023126099022589282,0.3113165952305943,1,8,20,100,10,4,2,gru,gs,25,42
train,97,0.9020000100135803,0.1531067043542862,2.999998092651367,2.1670480845161753,0.03072541846156444,0.40587727190816103,1,8,20,100,10,4,2,gru,gs,25,42
test,97,0.9179999828338623,0.13691672682762146,3.0,2.142020856183598,0.028764215247936233,0.38311310936671356,1,8,20,100,10,4,2,gru,gs,25,42
train,98,0.8974000811576843,0.15739673376083374,2.999997854232788,2.1678401807714316,0.024441279304993246,0.3331152616677202,1,8,20,100,10,4,2,gru,gs,25,42
test,98,0.8950000405311584,0.14220143854618073,3.0,2.142020856183598,0.025790888467132036,0.34544014168248954,1,8,20,100,10,4,2,gru,gs,25,42
train,99,0.9007999897003174,0.15623968839645386,2.9999992847442627,2.121249603940037,0.029425843901775117,0.3810936710625474,1,8,20,100,10,4,2,gru,gs,25,42
test,99,0.9100000858306885,0.1409115046262741,3.0,2.142020856183598,0.02793448031384272,0.3779907674446037,1,8,20,100,10,4,2,gru,gs,25,42
train,100,0.9025999903678894,0.14744405448436737,2.9999983310699463,2.1666266503472014,0.031363495059516674,0.4144368994580257,1,8,20,100,10,4,2,gru,gs,25,42
test,100,0.8970001339912415,0.13791455328464508,3.0,2.142020856183598,0.015762768990333482,0.21496853622757592,1,8,20,100,10,4,2,gru,gs,25,42
