Epoch,Ego Node,Target Node,Message,Receiver Output,Predicted Label,Correct,Complexity,Information Loss
10,Bob,By,[78],"[[1.491899478642068e-17, 1.7841613480366924e-16, 0.007500682957470417, 0.0014923312701284885, 5.920534461995031e-12, 0.002168305916711688, 0.00750067550688982, 1.5608655589815362e-14, 7.85133981754619e-15, 3.9018903587514366e-16, 1.1487464801129761e-16, 3.0265921713290567e-11, 1.798265346580983e-15, 3.9018903587514366e-16, 0.07314002513885498, 0.0933016911149025, 0.0, 0.30336490273475647, 0.5115312933921814, 8.279538350492582e-14, 8.400784001815279e-14, 4.524772500717799e-15, 7.176729108793211e-16, 7.140476210309998e-09, 7.195820828087562e-09, 8.980968744187301e-20, 2.8764860065884884e-20, 6.218023370860128e-18, 4.255669716476079e-18, 6.688692026461662e-13, 4.662953508559331e-13, 2.5352620393673253e-13, 5.683303762500647e-13]]",Be,False,21.067982953437337,40.41340193761623
10,Bob,FBe,[70],"[[1.9504920911951924e-18, 8.101358942868825e-18, 0.0007134987390600145, 0.001211010618135333, 1.0352285274202737e-15, 0.0015639124903827906, 0.0007134987390600145, 1.1326390739478838e-14, 4.947416530409277e-15, 0.31201010942459106, 0.16516521573066711, 1.3535497558664258e-15, 0.2066127210855484, 0.31201010942459106, 7.127066298240337e-11, 8.136835649708019e-11, 0.0, 1.2761619538892433e-10, 3.4792897729563066e-11, 4.1139135580588247e-16, 9.454022715507313e-16, 6.839132057445511e-15, 2.7812702905723533e-14, 5.815391435548198e-14, 1.4951756467044414e-13, 2.831376355160592e-13, 2.8925118051616183e-13, 5.2634271588544376e-14, 3.3473056141111734e-13, 1.8917408533213574e-14, 1.5336741073087787e-14, 1.5493857849748697e-15, 5.164318798311527e-15]]",FZy,False,21.067982953437337,40.41340193761623
10,Bob,MBe,[39],"[[7.339116835959614e-13, 3.2523447910520753e-12, 0.267057329416275, 0.22144921123981476, 2.2827471024555734e-09, 0.24081726372241974, 0.267057329416275, 3.1543348488760614e-10, 1.829597723324028e-10, 9.738853259477764e-05, 4.908724804408848e-05, 4.150142451919692e-09, 0.00012189052358735353, 9.738853259477764e-05, 0.0006960326572880149, 0.0008066543377935886, 0.0, 0.0010535093024373055, 0.0006961717735975981, 2.5805499404008003e-10, 3.958762206934807e-10, 6.128177409969737e-10, 5.501440969446492e-10, 2.272466730346423e-07, 3.5450551649773843e-07, 4.5126378328541605e-11, 2.8299107848739347e-11, 6.887884013151435e-11, 1.3492718053953467e-10, 4.432058275938289e-09, 3.6254843571725814e-09, 5.711893180659899e-10, 1.4526028158101667e-09]]",MZy,False,21.067982953437337,40.41340193761623
10,Bob,SD,[52],"[[9.434438907190978e-13, 6.264110324200045e-12, 3.767011876043558e-12, 3.296994567549699e-13, 1.7420914844024082e-07, 1.0901764517165513e-12, 3.767011876043558e-12, 1.1981144158387802e-13, 1.0875113608038375e-13, 5.215493670248435e-16, 5.887603593633984e-17, 7.048281531751854e-07, 1.3991288105164165e-15, 5.215493670248435e-16, 4.659939989437589e-09, 1.3822822886311315e-08, 0.0, 3.80996318938287e-08, 1.7516539685402677e-07, 0.06366581469774246, 0.07459152489900589, 3.2109708172356477e-06, 2.879282590129151e-07, 1.3447020137391519e-05, 2.258286713185953e-06, 5.779355327639735e-10, 5.905267247419133e-11, 3.2507001535009294e-09, 5.5445655011698847e-11, 0.015492387115955353, 0.012221195735037327, 0.36104193329811096, 0.4729663133621216]]",SS,False,21.067982953437337,40.41340193761623
10,Bob,FZy,[70],"[[1.9504920911951924e-18, 8.101358942868825e-18, 0.0007134987390600145, 0.001211010618135333, 1.0352285274202737e-15, 0.0015639124903827906, 0.0007134987390600145, 1.1326390739478838e-14, 4.947416530409277e-15, 0.31201010942459106, 0.16516521573066711, 1.3535497558664258e-15, 0.2066127210855484, 0.31201010942459106, 7.127066298240337e-11, 8.136835649708019e-11, 0.0, 1.2761619538892433e-10, 3.4792897729563066e-11, 4.1139135580588247e-16, 9.454022715507313e-16, 6.839132057445511e-15, 2.7812702905723533e-14, 5.815391435548198e-14, 1.4951756467044414e-13, 2.831376355160592e-13, 2.8925118051616183e-13, 5.2634271588544376e-14, 3.3473056141111734e-13, 1.8917408533213574e-14, 1.5336741073087787e-14, 1.5493857849748697e-15, 5.164318798311527e-15]]",FZy,True,21.067982953437337,40.41340193761623
10,Bob,MZe,[39],"[[7.339116835959614e-13, 3.2523447910520753e-12, 0.267057329416275, 0.22144921123981476, 2.2827471024555734e-09, 0.24081726372241974, 0.267057329416275, 3.1543348488760614e-10, 1.829597723324028e-10, 9.738853259477764e-05, 4.908724804408848e-05, 4.150142451919692e-09, 0.00012189052358735353, 9.738853259477764e-05, 0.0006960326572880149, 0.0008066543377935886, 0.0, 0.0010535093024373055, 0.0006961717735975981, 2.5805499404008003e-10, 3.958762206934807e-10, 6.128177409969737e-10, 5.501440969446492e-10, 2.272466730346423e-07, 3.5450551649773843e-07, 4.5126378328541605e-11, 2.8299107848739347e-11, 6.887884013151435e-11, 1.3492718053953467e-10, 4.432058275938289e-09, 3.6254843571725814e-09, 5.711893180659899e-10, 1.4526028158101667e-09]]",MZy,False,21.067982953437337,40.41340193761623
10,Bob,MZy,[39],"[[7.339116835959614e-13, 3.2523447910520753e-12, 0.267057329416275, 0.22144921123981476, 2.2827471024555734e-09, 0.24081726372241974, 0.267057329416275, 3.1543348488760614e-10, 1.829597723324028e-10, 9.738853259477764e-05, 4.908724804408848e-05, 4.150142451919692e-09, 0.00012189052358735353, 9.738853259477764e-05, 0.0006960326572880149, 0.0008066543377935886, 0.0, 0.0010535093024373055, 0.0006961717735975981, 2.5805499404008003e-10, 3.958762206934807e-10, 6.128177409969737e-10, 5.501440969446492e-10, 2.272466730346423e-07, 3.5450551649773843e-07, 4.5126378328541605e-11, 2.8299107848739347e-11, 6.887884013151435e-11, 1.3492718053953467e-10, 4.432058275938289e-09, 3.6254843571725814e-09, 5.711893180659899e-10, 1.4526028158101667e-09]]",MZy,True,21.067982953437337,40.41340193761623
10,Bob,BeD,[96],"[[2.919426438526279e-17, 7.865957402606647e-18, 2.1196838568778888e-14, 8.45179991531414e-13, 3.793113064176059e-15, 2.277393226259028e-13, 2.1196838568778888e-14, 3.5903258327161933e-17, 2.4204651373338826e-17, 4.632306760399274e-10, 1.0111638193421868e-09, 2.5929815156063582e-15, 2.8443157551460985e-11, 4.632306760399274e-10, 2.725131860621677e-13, 1.2585773352322138e-12, 0.0, 5.7207568489228e-14, 7.739205360823929e-15, 4.135997733101249e-05, 1.0423666026326828e-05, 0.0008093895157799125, 0.0018591891275718808, 4.506625281286425e-11, 2.8540704521962112e-11, 0.21678884327411652, 0.24636246263980865, 0.24921801686286926, 0.28491029143333435, 6.10471984074934e-09, 4.079290683023373e-09, 6.908785099568604e-09, 1.6503624022945473e-09]]",BeS,False,21.067982953437337,40.41340193761623
10,Bob,SS,[52],"[[9.434438907190978e-13, 6.264110324200045e-12, 3.767011876043558e-12, 3.296994567549699e-13, 1.7420914844024082e-07, 1.0901764517165513e-12, 3.767011876043558e-12, 1.1981144158387802e-13, 1.0875113608038375e-13, 5.215493670248435e-16, 5.887603593633984e-17, 7.048281531751854e-07, 1.3991288105164165e-15, 5.215493670248435e-16, 4.659939989437589e-09, 1.3822822886311315e-08, 0.0, 3.80996318938287e-08, 1.7516539685402677e-07, 0.06366581469774246, 0.07459152489900589, 3.2109708172356477e-06, 2.879282590129151e-07, 1.3447020137391519e-05, 2.258286713185953e-06, 5.779355327639735e-10, 5.905267247419133e-11, 3.2507001535009294e-09, 5.5445655011698847e-11, 0.015492387115955353, 0.012221195735037327, 0.36104193329811096, 0.4729663133621216]]",SS,True,21.067982953437337,40.41340193761623
10,Bob,D,[92],"[[3.0773866094291336e-11, 5.751289722244479e-11, 8.543818807993375e-08, 1.783291736501269e-07, 3.1678544473834336e-05, 4.1112869553217024e-08, 8.543818807993375e-08, 4.566197073230249e-11, 5.896735877364279e-11, 1.667779006260875e-13, 7.622697503588405e-14, 3.292018664069474e-05, 4.7444653186647784e-14, 1.667779006260875e-13, 0.036299947649240494, 0.045222677290439606, 0.0, 0.0014037409564480186, 0.0016344739124178886, 0.0005367171834222972, 0.00036189871025271714, 0.0024866899475455284, 0.0003529009409248829, 0.5351483821868896, 0.37390923500061035, 8.984296329117569e-08, 2.2643833474944586e-08, 2.2022393864062906e-07, 4.804225639531978e-08, 0.0008814219036139548, 0.0005887572187930346, 4.528819044935517e-05, 5.1368675485718995e-05]]",D,True,21.067982953437337,40.41340193761623
