Epoch,Ego Node,Target Node Idx,Target Node,Message,Receiver Output,Predicted Label,Correct,Complexity,Information Loss
10,Bob,25,ZeD,[38],"[[1.8059285065943518e-17, 1.1803336291178446e-17, 3.485818211856895e-08, 1.8416488956063404e-06, 9.334959653353604e-19, 1.5631026428764017e-07, 6.525421269998333e-08, 4.8073727152693465e-18, 3.3868248436493676e-18, 3.4167339180157796e-08, 1.3758327668256243e-06, 1.0199317898537827e-18, 1.1533831667520644e-07, 3.9976232102389986e-08, 4.948589078118161e-14, 2.0068590153640568e-16, 0.0, 3.3816292864877195e-14, 3.8095261804136835e-16, 0.3478926718235016, 0.13238637149333954, 0.01623023860156536, 0.002927094232290983, 1.451974349062665e-16, 1.095124316992443e-19, 0.2305767685174942, 0.1709296703338623, 0.0005250464309938252, 0.00012616072490345687, 0.04452507942914963, 0.005411774851381779, 0.040809597820043564, 0.007655859924852848]]",ZyD,False,,
10,Bob,23,D,[10],"[[1.812388125433901e-17, 2.3681863300037962e-17, 6.067852817426278e-12, 1.3085124650480395e-10, 2.3938956286023716e-13, 2.4398798953439993e-11, 3.260800310322942e-11, 2.059510318667588e-17, 4.065471280584208e-17, 3.5803714593801717e-12, 6.017421283477375e-11, 2.486310853380691e-13, 1.1842045573307036e-11, 1.0456231366862134e-11, 0.00523065309971571, 0.0021849318873137236, 0.0, 3.8868111005285755e-05, 3.3886823075590655e-05, 1.5229602468025405e-08, 9.487516194894852e-08, 0.0043457201682031155, 0.024174949154257774, 0.4547596275806427, 0.4930412769317627, 5.485572529551064e-08, 1.6723870999157953e-07, 0.0005319480551406741, 0.01548011414706707, 1.2701081852917184e-10, 1.2227430179478915e-09, 1.3554114957514685e-05, 0.00016316681285388768]]",S,False,,
10,Bob,17,Ze,[56],"[[1.911313121660818e-12, 2.4252403470897965e-12, 4.321965025155805e-05, 0.00019314585370011628, 1.6830766469411174e-07, 8.436501957476139e-05, 0.0001245883177034557, 2.37495027984036e-12, 6.11816196663395e-12, 4.239332702127285e-05, 0.00011373262532288209, 9.749831519911822e-08, 6.675706390524283e-05, 6.105290958657861e-05, 0.44586503505706787, 0.17074556648731232, 0.0, 0.259513795375824, 0.09623701870441437, 1.0844396491904718e-09, 1.044709208031236e-09, 0.0001641519775148481, 3.88377666240558e-05, 0.0008119345875456929, 0.0005051797488704324, 2.893939017667435e-05, 1.2572790183185134e-05, 0.010693968273699284, 0.01396089792251587, 3.5047892322712104e-13, 1.5618431027653035e-13, 2.5027368621977075e-08, 6.128308971398155e-09]]",Zy,False,,
10,Bob,30,DS,[7],"[[1.1019333382152041e-20, 8.328497078058569e-21, 8.642175516881956e-15, 8.261764211127398e-13, 5.754272035753942e-23, 4.8606006508101e-14, 2.0741112820299445e-14, 3.118537754242579e-21, 1.8940303452447595e-21, 5.979732429161298e-15, 5.563320529082538e-13, 1.0914692106412403e-22, 2.6410048532322407e-14, 1.0624381691255735e-14, 1.461253859697632e-16, 1.2469179047565762e-18, 0.0, 4.413951140278407e-18, 1.4155212242844649e-19, 0.03267459571361542, 0.0628931000828743, 0.0004613198689185083, 0.001469576614908874, 2.9380648559001283e-15, 8.479890853243504e-18, 1.0933788871625438e-05, 4.2732506699394435e-05, 1.5735574265818286e-07, 4.877455239693518e-07, 0.2102593630552292, 0.41278907656669617, 0.043318524956703186, 0.236080139875412]]",DS,True,,
10,Bob,19,ZyD,[38],"[[1.8059285065943518e-17, 1.1803336291178446e-17, 3.485818211856895e-08, 1.8416488956063404e-06, 9.334959653353604e-19, 1.5631026428764017e-07, 6.525421269998333e-08, 4.8073727152693465e-18, 3.3868248436493676e-18, 3.4167339180157796e-08, 1.3758327668256243e-06, 1.0199317898537827e-18, 1.1533831667520644e-07, 3.9976232102389986e-08, 4.948589078118161e-14, 2.0068590153640568e-16, 0.0, 3.3816292864877195e-14, 3.8095261804136835e-16, 0.3478926718235016, 0.13238637149333954, 0.01623023860156536, 0.002927094232290983, 1.451974349062665e-16, 1.095124316992443e-19, 0.2305767685174942, 0.1709296703338623, 0.0005250464309938252, 0.00012616072490345687, 0.04452507942914963, 0.005411774851381779, 0.040809597820043564, 0.007655859924852848]]",ZyD,True,,
10,Bob,12,FZe,[85],"[[5.297478082866292e-07, 3.938133090741758e-07, 0.11093053221702576, 0.09970669448375702, 5.619723378913477e-05, 0.12726493179798126, 0.12905816733837128, 4.80082974263496e-07, 5.877434432477457e-07, 0.15626907348632812, 0.0920264944434166, 2.661898179212585e-05, 0.15622667968273163, 0.12703871726989746, 2.038571074081119e-05, 3.6821757021243684e-06, 0.0, 0.0005733249709010124, 6.437890988308936e-05, 1.3816760180418441e-08, 2.3182351593931116e-09, 2.5283449645030487e-07, 8.043733679130582e-09, 1.8497772757974928e-10, 2.1052947579702774e-11, 0.0005486425943672657, 7.697119872318581e-05, 9.349503670819104e-05, 5.776689249614719e-06, 4.923778745835605e-11, 1.82119120131774e-12, 1.3422598588164192e-09, 2.445377580984065e-11]]",FZy,False,,
10,Bob,2,MZy,[85],"[[5.297478082866292e-07, 3.938133090741758e-07, 0.11093053221702576, 0.09970669448375702, 5.619723378913477e-05, 0.12726493179798126, 0.12905816733837128, 4.80082974263496e-07, 5.877434432477457e-07, 0.15626907348632812, 0.0920264944434166, 2.661898179212585e-05, 0.15622667968273163, 0.12703871726989746, 2.038571074081119e-05, 3.6821757021243684e-06, 0.0, 0.0005733249709010124, 6.437890988308936e-05, 1.3816760180418441e-08, 2.3182351593931116e-09, 2.5283449645030487e-07, 8.043733679130582e-09, 1.8497772757974928e-10, 2.1052947579702774e-11, 0.0005486425943672657, 7.697119872318581e-05, 9.349503670819104e-05, 5.776689249614719e-06, 4.923778745835605e-11, 1.82119120131774e-12, 1.3422598588164192e-09, 2.445377580984065e-11]]",FZy,False,,
10,Bob,10,FBy,[85],"[[5.297478082866292e-07, 3.938133090741758e-07, 0.11093053221702576, 0.09970669448375702, 5.619723378913477e-05, 0.12726493179798126, 0.12905816733837128, 4.80082974263496e-07, 5.877434432477457e-07, 0.15626907348632812, 0.0920264944434166, 2.661898179212585e-05, 0.15622667968273163, 0.12703871726989746, 2.038571074081119e-05, 3.6821757021243684e-06, 0.0, 0.0005733249709010124, 6.437890988308936e-05, 1.3816760180418441e-08, 2.3182351593931116e-09, 2.5283449645030487e-07, 8.043733679130582e-09, 1.8497772757974928e-10, 2.1052947579702774e-11, 0.0005486425943672657, 7.697119872318581e-05, 9.349503670819104e-05, 5.776689249614719e-06, 4.923778745835605e-11, 1.82119120131774e-12, 1.3422598588164192e-09, 2.445377580984065e-11]]",FZy,False,,
10,Bob,3,MBy,[85],"[[5.297478082866292e-07, 3.938133090741758e-07, 0.11093053221702576, 0.09970669448375702, 5.619723378913477e-05, 0.12726493179798126, 0.12905816733837128, 4.80082974263496e-07, 5.877434432477457e-07, 0.15626907348632812, 0.0920264944434166, 2.661898179212585e-05, 0.15622667968273163, 0.12703871726989746, 2.038571074081119e-05, 3.6821757021243684e-06, 0.0, 0.0005733249709010124, 6.437890988308936e-05, 1.3816760180418441e-08, 2.3182351593931116e-09, 2.5283449645030487e-07, 8.043733679130582e-09, 1.8497772757974928e-10, 2.1052947579702774e-11, 0.0005486425943672657, 7.697119872318581e-05, 9.349503670819104e-05, 5.776689249614719e-06, 4.923778745835605e-11, 1.82119120131774e-12, 1.3422598588164192e-09, 2.445377580984065e-11]]",FZy,False,,
10,Bob,26,ZeS,[38],"[[1.8059285065943518e-17, 1.1803336291178446e-17, 3.485818211856895e-08, 1.8416488956063404e-06, 9.334959653353604e-19, 1.5631026428764017e-07, 6.525421269998333e-08, 4.8073727152693465e-18, 3.3868248436493676e-18, 3.4167339180157796e-08, 1.3758327668256243e-06, 1.0199317898537827e-18, 1.1533831667520644e-07, 3.9976232102389986e-08, 4.948589078118161e-14, 2.0068590153640568e-16, 0.0, 3.3816292864877195e-14, 3.8095261804136835e-16, 0.3478926718235016, 0.13238637149333954, 0.01623023860156536, 0.002927094232290983, 1.451974349062665e-16, 1.095124316992443e-19, 0.2305767685174942, 0.1709296703338623, 0.0005250464309938252, 0.00012616072490345687, 0.04452507942914963, 0.005411774851381779, 0.040809597820043564, 0.007655859924852848]]",ZyD,False,,
10,Bob,4,M,[60],"[[4.427888882219122e-07, 4.281906740288832e-07, 6.498617466377254e-08, 1.089571632917341e-08, 0.2667432427406311, 3.0052436983396547e-08, 9.935381228842743e-08, 1.3315674323166604e-06, 2.0505597149167443e-06, 8.0771613397701e-08, 9.703206238498296e-09, 0.255079060792923, 3.755978283948025e-08, 1.1256393861458491e-07, 0.0037980773486196995, 0.16312220692634583, 0.0, 0.053108178079128265, 0.25222247838974, 5.135158335834816e-18, 6.642980793114346e-18, 8.391790989486809e-16, 5.082660904668832e-16, 1.4415481928153895e-06, 0.00030375184724107385, 8.203832578546066e-14, 3.4256045266037316e-14, 1.314386967321557e-12, 1.0491285574662501e-12, 4.5532437930142706e-20, 3.6001814777497307e-20, 1.5601004787880345e-18, 6.008875199071888e-19]]",M,True,,
10,Bob,21,ByD,[86],"[[4.298657633750909e-20, 4.594665508422717e-20, 2.1582253761920356e-09, 1.5121528917916294e-07, 3.91322976417862e-18, 1.4015697047398135e-08, 9.006372536646268e-09, 2.0029162328664347e-20, 3.5860635080214965e-20, 1.6901248178768924e-09, 7.927237533067455e-08, 3.590132603325101e-18, 7.993263828609543e-09, 3.1346463202908126e-09, 2.237951157724183e-08, 3.4354721845097913e-10, 0.0, 1.3016876465599125e-09, 7.795339374006005e-11, 4.118219294468872e-05, 4.5965985918883234e-05, 0.5315111875534058, 0.22402514517307281, 2.3438131435682408e-09, 1.6143333197993215e-11, 0.0016548836138099432, 0.0016396266873925924, 0.07749074697494507, 0.1591281294822693, 7.679195590526433e-08, 4.209947235267464e-08, 0.002845590468496084, 0.0016171433962881565]]",ByD,True,,
10,Bob,32,SS,[7],"[[1.1019333382152041e-20, 8.328497078058569e-21, 8.642175516881956e-15, 8.261764211127398e-13, 5.754272035753942e-23, 4.8606006508101e-14, 2.0741112820299445e-14, 3.118537754242579e-21, 1.8940303452447595e-21, 5.979732429161298e-15, 5.563320529082538e-13, 1.0914692106412403e-22, 2.6410048532322407e-14, 1.0624381691255735e-14, 1.461253859697632e-16, 1.2469179047565762e-18, 0.0, 4.413951140278407e-18, 1.4155212242844649e-19, 0.03267459571361542, 0.0628931000828743, 0.0004613198689185083, 0.001469576614908874, 2.9380648559001283e-15, 8.479890853243504e-18, 1.0933788871625438e-05, 4.2732506699394435e-05, 1.5735574265818286e-07, 4.877455239693518e-07, 0.2102593630552292, 0.41278907656669617, 0.043318524956703186, 0.236080139875412]]",DS,False,,
10,Bob,15,By,[60],"[[4.427888882219122e-07, 4.281906740288832e-07, 6.498617466377254e-08, 1.089571632917341e-08, 0.2667432427406311, 3.0052436983396547e-08, 9.935381228842743e-08, 1.3315674323166604e-06, 2.0505597149167443e-06, 8.0771613397701e-08, 9.703206238498296e-09, 0.255079060792923, 3.755978283948025e-08, 1.1256393861458491e-07, 0.0037980773486196995, 0.16312220692634583, 0.0, 0.053108178079128265, 0.25222247838974, 5.135158335834816e-18, 6.642980793114346e-18, 8.391790989486809e-16, 5.082660904668832e-16, 1.4415481928153895e-06, 0.00030375184724107385, 8.203832578546066e-14, 3.4256045266037316e-14, 1.314386967321557e-12, 1.0491285574662501e-12, 4.5532437930142706e-20, 3.6001814777497307e-20, 1.5601004787880345e-18, 6.008875199071888e-19]]",M,False,,
10,Bob,24,S,[10],"[[1.812388125433901e-17, 2.3681863300037962e-17, 6.067852817426278e-12, 1.3085124650480395e-10, 2.3938956286023716e-13, 2.4398798953439993e-11, 3.260800310322942e-11, 2.059510318667588e-17, 4.065471280584208e-17, 3.5803714593801717e-12, 6.017421283477375e-11, 2.486310853380691e-13, 1.1842045573307036e-11, 1.0456231366862134e-11, 0.00523065309971571, 0.0021849318873137236, 0.0, 3.8868111005285755e-05, 3.3886823075590655e-05, 1.5229602468025405e-08, 9.487516194894852e-08, 0.0043457201682031155, 0.024174949154257774, 0.4547596275806427, 0.4930412769317627, 5.485572529551064e-08, 1.6723870999157953e-07, 0.0005319480551406741, 0.01548011414706707, 1.2701081852917184e-10, 1.2227430179478915e-09, 1.3554114957514685e-05, 0.00016316681285388768]]",S,True,,
10,Bob,8,FF,[37],"[[0.25603604316711426, 0.1961849182844162, 0.00010657843813532963, 7.406847998936428e-06, 0.017172688618302345, 3.900822048308328e-05, 3.1499330361839384e-05, 0.3027494549751282, 0.2168523669242859, 0.00016124725516419858, 1.0484191989235114e-05, 0.010523144155740738, 6.389850750565529e-05, 6.0670125094475225e-05, 4.758524685399834e-09, 1.0952745377323936e-08, 0.0, 2.105174559119405e-07, 1.973214409645152e-07, 3.397583950293104e-11, 6.979008950608323e-12, 1.9949130238353097e-13, 2.17520940766925e-14, 5.548159588003587e-12, 1.403180436426732e-11, 2.272997567942525e-09, 4.726518620934428e-10, 1.8706565810266973e-11, 1.025388649857073e-12, 4.806812586855003e-11, 5.123991075189904e-12, 3.7120545352820056e-13, 2.1966478115642563e-14]]",FM,False,,
10,Bob,5,MZe,[85],"[[5.297478082866292e-07, 3.938133090741758e-07, 0.11093053221702576, 0.09970669448375702, 5.619723378913477e-05, 0.12726493179798126, 0.12905816733837128, 4.80082974263496e-07, 5.877434432477457e-07, 0.15626907348632812, 0.0920264944434166, 2.661898179212585e-05, 0.15622667968273163, 0.12703871726989746, 2.038571074081119e-05, 3.6821757021243684e-06, 0.0, 0.0005733249709010124, 6.437890988308936e-05, 1.3816760180418441e-08, 2.3182351593931116e-09, 2.5283449645030487e-07, 8.043733679130582e-09, 1.8497772757974928e-10, 2.1052947579702774e-11, 0.0005486425943672657, 7.697119872318581e-05, 9.349503670819104e-05, 5.776689249614719e-06, 4.923778745835605e-11, 1.82119120131774e-12, 1.3422598588164192e-09, 2.445377580984065e-11]]",FZy,False,,
10,Bob,22,ByS,[10],"[[1.812388125433901e-17, 2.3681863300037962e-17, 6.067852817426278e-12, 1.3085124650480395e-10, 2.3938956286023716e-13, 2.4398798953439993e-11, 3.260800310322942e-11, 2.059510318667588e-17, 4.065471280584208e-17, 3.5803714593801717e-12, 6.017421283477375e-11, 2.486310853380691e-13, 1.1842045573307036e-11, 1.0456231366862134e-11, 0.00523065309971571, 0.0021849318873137236, 0.0, 3.8868111005285755e-05, 3.3886823075590655e-05, 1.5229602468025405e-08, 9.487516194894852e-08, 0.0043457201682031155, 0.024174949154257774, 0.4547596275806427, 0.4930412769317627, 5.485572529551064e-08, 1.6723870999157953e-07, 0.0005319480551406741, 0.01548011414706707, 1.2701081852917184e-10, 1.2227430179478915e-09, 1.3554114957514685e-05, 0.00016316681285388768]]",S,False,,
10,Bob,11,F,[60],"[[4.427888882219122e-07, 4.281906740288832e-07, 6.498617466377254e-08, 1.089571632917341e-08, 0.2667432427406311, 3.0052436983396547e-08, 9.935381228842743e-08, 1.3315674323166604e-06, 2.0505597149167443e-06, 8.0771613397701e-08, 9.703206238498296e-09, 0.255079060792923, 3.755978283948025e-08, 1.1256393861458491e-07, 0.0037980773486196995, 0.16312220692634583, 0.0, 0.053108178079128265, 0.25222247838974, 5.135158335834816e-18, 6.642980793114346e-18, 8.391790989486809e-16, 5.082660904668832e-16, 1.4415481928153895e-06, 0.00030375184724107385, 8.203832578546066e-14, 3.4256045266037316e-14, 1.314386967321557e-12, 1.0491285574662501e-12, 4.5532437930142706e-20, 3.6001814777497307e-20, 1.5601004787880345e-18, 6.008875199071888e-19]]",M,False,,
10,Bob,20,ZyS,[38],"[[1.8059285065943518e-17, 1.1803336291178446e-17, 3.485818211856895e-08, 1.8416488956063404e-06, 9.334959653353604e-19, 1.5631026428764017e-07, 6.525421269998333e-08, 4.8073727152693465e-18, 3.3868248436493676e-18, 3.4167339180157796e-08, 1.3758327668256243e-06, 1.0199317898537827e-18, 1.1533831667520644e-07, 3.9976232102389986e-08, 4.948589078118161e-14, 2.0068590153640568e-16, 0.0, 3.3816292864877195e-14, 3.8095261804136835e-16, 0.3478926718235016, 0.13238637149333954, 0.01623023860156536, 0.002927094232290983, 1.451974349062665e-16, 1.095124316992443e-19, 0.2305767685174942, 0.1709296703338623, 0.0005250464309938252, 0.00012616072490345687, 0.04452507942914963, 0.005411774851381779, 0.040809597820043564, 0.007655859924852848]]",ZyD,False,,
10,Bob,9,FZy,[85],"[[5.297478082866292e-07, 3.938133090741758e-07, 0.11093053221702576, 0.09970669448375702, 5.619723378913477e-05, 0.12726493179798126, 0.12905816733837128, 4.80082974263496e-07, 5.877434432477457e-07, 0.15626907348632812, 0.0920264944434166, 2.661898179212585e-05, 0.15622667968273163, 0.12703871726989746, 2.038571074081119e-05, 3.6821757021243684e-06, 0.0, 0.0005733249709010124, 6.437890988308936e-05, 1.3816760180418441e-08, 2.3182351593931116e-09, 2.5283449645030487e-07, 8.043733679130582e-09, 1.8497772757974928e-10, 2.1052947579702774e-11, 0.0005486425943672657, 7.697119872318581e-05, 9.349503670819104e-05, 5.776689249614719e-06, 4.923778745835605e-11, 1.82119120131774e-12, 1.3422598588164192e-09, 2.445377580984065e-11]]",FZy,True,,
10,Bob,31,SD,[7],"[[1.1019333382152041e-20, 8.328497078058569e-21, 8.642175516881956e-15, 8.261764211127398e-13, 5.754272035753942e-23, 4.8606006508101e-14, 2.0741112820299445e-14, 3.118537754242579e-21, 1.8940303452447595e-21, 5.979732429161298e-15, 5.563320529082538e-13, 1.0914692106412403e-22, 2.6410048532322407e-14, 1.0624381691255735e-14, 1.461253859697632e-16, 1.2469179047565762e-18, 0.0, 4.413951140278407e-18, 1.4155212242844649e-19, 0.03267459571361542, 0.0628931000828743, 0.0004613198689185083, 0.001469576614908874, 2.9380648559001283e-15, 8.479890853243504e-18, 1.0933788871625438e-05, 4.2732506699394435e-05, 1.5735574265818286e-07, 4.877455239693518e-07, 0.2102593630552292, 0.41278907656669617, 0.043318524956703186, 0.236080139875412]]",DS,False,,
10,Alice,1,MF,[37],"[[0.20639733970165253, 0.22173838317394257, 5.1089537009829655e-06, 3.508067311486229e-05, 0.0029822313226759434, 3.0915922252461314e-05, 5.307966785039753e-05, 0.259710431098938, 0.30325353145599365, 7.382313924608752e-06, 5.1887374866055325e-05, 0.005634218454360962, 3.879748692270368e-05, 6.154413858894259e-05, 2.2805655974789119e-10, 6.890449877339222e-10, 0.0, 7.534143264820159e-08, 4.438253142780013e-08, 2.270524263395246e-12, 1.4967143193225785e-12, 7.298796847942865e-14, 9.55353146852439e-14, 1.9745667774462294e-12, 1.750507291203851e-12, 3.0751862861722046e-11, 1.9530602829442856e-11, 8.305755389015346e-12, 1.1851603899659668e-11, 3.195570544289872e-12, 2.83659402390557e-12, 6.850755043547735e-14, 2.2823984455883073e-13]]",FF,False,,
