epoch,mode,loss,acc,eval_acc,complexity,information_loss,distractors,vocab_size,hidden_size,n_epochs,embedding_size,heads,max_len,sender_cell,train_method,batch_size,random_seed,data_seed
27,test,0.8424060940742493,0.5089999437332153,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
28,train,0.7775020003318787,0.5145999789237976,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
28,test,0.8362171053886414,0.49400001764297485,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
29,train,0.776326060295105,0.5101999640464783,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
29,test,0.825283408164978,0.5089999437332153,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
30,train,0.7524782419204712,0.5151999592781067,0.484375,16.826207540215865,36.363781007300325,50,100,200,500,200,1,1,gru,gs,50,42,0
30,test,0.8487272262573242,0.5019999742507935,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
31,train,0.7483667135238647,0.5302000641822815,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
31,test,0.8764052391052246,0.5200000405311584,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
32,train,0.7658639550209045,0.527999997138977,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
32,test,0.9826809167861938,0.5049999356269836,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
33,train,0.7454545497894287,0.5206000208854675,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
33,test,0.9139738082885742,0.5009999871253967,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
34,train,0.7358036041259766,0.5354000329971313,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
34,test,0.721598744392395,0.5449999570846558,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
35,train,0.7007441520690918,0.5415999889373779,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
35,test,0.7774245738983154,0.534000039100647,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
36,train,0.6884462237358093,0.5558000206947327,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
36,test,0.7414175271987915,0.5349999666213989,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
37,train,0.6883399486541748,0.5622000098228455,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
37,test,0.7170847654342651,0.5460000038146973,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
38,train,0.680290162563324,0.5635999441146851,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
38,test,0.7423454523086548,0.5389999747276306,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
39,train,0.687825620174408,0.5478000044822693,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
39,test,0.7555447816848755,0.5399999618530273,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
40,train,0.6817288398742676,0.5579999685287476,0.515625,17.82030393161578,38.68652471391043,50,100,200,500,200,1,1,gru,gs,50,42,0
40,test,0.7649187445640564,0.5349999666213989,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
41,train,0.689787745475769,0.550000011920929,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
41,test,0.7389446496963501,0.5540000200271606,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
42,train,0.6766452789306641,0.5569999814033508,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
42,test,0.7645489573478699,0.5289999842643738,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
43,train,0.6700418591499329,0.5529999732971191,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
43,test,0.7735131978988647,0.5450000166893005,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
44,train,0.6741235852241516,0.555400013923645,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
44,test,0.7438276410102844,0.5590000152587891,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
45,train,0.6771762371063232,0.5551999807357788,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
45,test,0.7206927537918091,0.5360000133514404,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
46,train,0.6541886925697327,0.5804000496864319,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
46,test,0.7023874521255493,0.5709999799728394,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
47,train,0.6358718276023865,0.5881999731063843,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
47,test,0.6961851119995117,0.5709999799728394,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
48,train,0.637267529964447,0.5825999975204468,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
48,test,0.6839672327041626,0.5770000219345093,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
49,train,0.6285626888275146,0.5961999893188477,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
49,test,0.717930793762207,0.5740000009536743,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
50,train,0.6249362230300903,0.5926000475883484,0.546875,16.33922821713283,40.384049768610886,50,100,200,500,200,1,1,gru,gs,50,42,0
50,test,0.725682258605957,0.5740000009536743,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
51,train,0.6300726532936096,0.5857999920845032,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
51,test,0.7091003656387329,0.5730000138282776,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
52,train,0.627743124961853,0.5923999547958374,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
52,test,0.7217628955841064,0.5659999847412109,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
53,train,0.6255690455436707,0.5907999873161316,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
53,test,0.72505122423172,0.5720000267028809,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
54,train,0.6201356649398804,0.5852000117301941,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
54,test,0.6899653077125549,0.5789999961853027,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
55,train,0.6233442425727844,0.5944000482559204,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
55,test,0.6895402669906616,0.5730000138282776,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
56,train,0.6204709410667419,0.5964000225067139,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
56,test,0.7027152180671692,0.5669999718666077,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
57,train,0.6252124309539795,0.5960000157356262,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
57,test,0.752371072769165,0.5700000524520874,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
58,train,0.630165696144104,0.5920000076293945,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
58,test,0.7375182509422302,0.5720000267028809,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
59,train,0.6115549206733704,0.602400004863739,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
59,test,0.6433201432228088,0.6109999418258667,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
60,train,0.587141215801239,0.6207999587059021,0.59375,16.077751190744554,39.57642228303198,50,100,200,500,200,1,1,gru,gs,50,42,0
60,test,0.5854486227035522,0.5980000495910645,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
61,train,0.5538536310195923,0.6182000041007996,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
61,test,0.6065932512283325,0.628000020980835,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
62,train,0.5532087087631226,0.6376000046730042,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
62,test,0.6605547666549683,0.6030000448226929,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
63,train,0.5403962135314941,0.6415999531745911,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
63,test,0.5566927194595337,0.6340000033378601,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
64,train,0.5318331718444824,0.6459999680519104,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
64,test,0.5991271734237671,0.6230000257492065,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
65,train,0.5135214328765869,0.6565999388694763,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
65,test,0.542881965637207,0.6579999923706055,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
66,train,0.4902770519256592,0.6687999963760376,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
66,test,0.5166835188865662,0.6550000309944153,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
67,train,0.4881500005722046,0.6647999286651611,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
67,test,0.5351775884628296,0.6450000405311584,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
68,train,0.49571579694747925,0.6583999395370483,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
68,test,0.5267248153686523,0.656000018119812,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
69,train,0.4878655970096588,0.6720000505447388,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
69,test,0.5547835826873779,0.6480000615119934,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
70,train,0.47512686252593994,0.6754000186920166,0.65625,15.902571602384636,40.19400607446972,50,100,200,500,200,1,1,gru,gs,50,42,0
70,test,0.5492923855781555,0.6710000038146973,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
71,train,0.47216758131980896,0.6801999807357788,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
71,test,0.5189771056175232,0.6740000247955322,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
72,train,0.47754013538360596,0.6728000044822693,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
72,test,0.5199841856956482,0.6790000200271606,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
73,train,0.4709905982017517,0.6821999549865723,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
73,test,0.5529459714889526,0.6679999828338623,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
74,train,0.46787095069885254,0.6841999888420105,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
74,test,0.5040947794914246,0.6729999780654907,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
75,train,0.4700706899166107,0.6820000410079956,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
75,test,0.5280260443687439,0.6639999747276306,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
76,train,0.4650834798812866,0.6899999976158142,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
76,test,0.5415643453598022,0.656999945640564,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
77,train,0.46080532670021057,0.6799999475479126,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
77,test,0.5586165189743042,0.6719999313354492,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
78,train,0.46062567830085754,0.6877999901771545,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
78,test,0.5064939260482788,0.6790000200271606,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
79,train,0.4651223421096802,0.6814000010490417,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
79,test,0.5170929431915283,0.6620000600814819,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
80,train,0.4663963317871094,0.6754000186920166,0.65625,15.87025578216588,40.7308685937536,50,100,200,500,200,1,1,gru,gs,50,42,0
80,test,0.5369071364402771,0.6630000472068787,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
81,train,0.46391695737838745,0.6912000179290771,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
81,test,0.5280472636222839,0.6669999361038208,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
82,train,0.4600314795970917,0.6818000078201294,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
82,test,0.49419060349464417,0.671999990940094,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
83,train,0.4612010717391968,0.6916000247001648,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
83,test,0.5231319665908813,0.6660000085830688,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
84,train,0.4580581784248352,0.6782000064849854,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
84,test,0.5303403735160828,0.6789999604225159,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
85,train,0.4646175503730774,0.6875999569892883,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
85,test,0.5085160732269287,0.6750000715255737,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
86,train,0.45772719383239746,0.6851999759674072,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
86,test,0.5133931636810303,0.6800000071525574,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
87,train,0.46133890748023987,0.678600013256073,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
87,test,0.5185813307762146,0.674000084400177,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
88,train,0.4640127420425415,0.6841999888420105,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
88,test,0.5053530931472778,0.6779999732971191,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
89,train,0.4598348140716553,0.6841999888420105,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
89,test,0.5503479242324829,0.6709999442100525,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
90,train,0.4739120602607727,0.6824000477790833,0.65625,15.87025578216588,40.77872740259623,50,100,200,500,200,1,1,gru,gs,50,42,0
90,test,0.5171278715133667,0.6759999990463257,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
91,train,0.456612765789032,0.6902000308036804,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
91,test,0.5340844988822937,0.6649999618530273,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
92,train,0.46070602536201477,0.6827999949455261,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
92,test,0.5171548128128052,0.6650000810623169,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
93,train,0.4586845338344574,0.6840000748634338,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
93,test,0.5503860712051392,0.6710000038146973,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
94,train,0.4630700647830963,0.6780000329017639,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
94,test,0.5396472215652466,0.6699999570846558,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
95,train,0.4570744037628174,0.689799964427948,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
95,test,0.5295582413673401,0.6640000343322754,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
96,train,0.46229326725006104,0.6783999800682068,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
96,test,0.5534232258796692,0.6599999666213989,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
97,train,0.46538302302360535,0.6825999617576599,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
97,test,0.5444380640983582,0.6850000619888306,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
98,train,0.46266257762908936,0.682200014591217,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
98,test,0.5544959902763367,0.6780000329017639,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
99,train,0.4557286500930786,0.6866000294685364,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
99,test,0.52598637342453,0.6840000152587891,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
100,train,0.4605911374092102,0.6843999624252319,0.640625,15.848083997658682,40.62006520425695,50,100,200,500,200,1,1,gru,gs,50,42,0
100,test,0.6363382339477539,0.6549999713897705,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
101,train,0.4579048156738281,0.6909999847412109,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
101,test,0.5621079802513123,0.6690000295639038,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
102,train,0.46244364976882935,0.6855999827384949,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
102,test,0.5518430471420288,0.6789999604225159,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
103,train,0.4581117331981659,0.6904000043869019,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
103,test,0.5692614316940308,0.6609999537467957,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
104,train,0.4505486786365509,0.6916000247001648,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
104,test,0.5341719388961792,0.6839999556541443,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
105,train,0.46053025126457214,0.6881999969482422,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
105,test,0.5388325452804565,0.6820000410079956,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
106,train,0.45198240876197815,0.6913999915122986,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
106,test,0.5609895586967468,0.6750000715255737,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
107,train,0.4616001546382904,0.6820000410079956,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
107,test,0.5099294781684875,0.6830000281333923,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
108,train,0.4575072228908539,0.6899999380111694,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
108,test,0.5394388437271118,0.675000011920929,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
109,train,0.45487672090530396,0.675599992275238,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
109,test,0.5671087503433228,0.6760000586509705,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
110,train,0.45631515979766846,0.6851999759674072,0.65625,15.902571602384636,39.84145516788258,50,100,200,500,200,1,1,gru,gs,50,42,0
110,test,0.5713032484054565,0.6850000619888306,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
111,train,0.45547160506248474,0.6863999962806702,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
111,test,0.5659843683242798,0.6690000295639038,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
112,train,0.4523511230945587,0.6902000308036804,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
112,test,0.5613747239112854,0.6610000729560852,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
113,train,0.458780974149704,0.6858000159263611,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
113,test,0.5393391847610474,0.6639999747276306,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
114,train,0.4604305624961853,0.6847999691963196,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
114,test,0.504501461982727,0.6699999570846558,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
115,train,0.4718165993690491,0.6807999610900879,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
115,test,0.5502172112464905,0.6490000486373901,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
116,train,0.47186434268951416,0.6704000234603882,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
116,test,0.5272356867790222,0.6669999957084656,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
117,train,0.46191349625587463,0.687999963760376,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
117,test,0.5188429355621338,0.6710000038146973,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
118,train,0.4669632017612457,0.6855999231338501,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
118,test,0.5142879486083984,0.6620000004768372,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
119,train,0.4578464925289154,0.687999963760376,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
119,test,0.5267390012741089,0.668999969959259,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
120,train,0.45350009202957153,0.6862000226974487,0.65625,15.902571602384636,40.322914864591844,50,100,200,500,200,1,1,gru,gs,50,42,0
120,test,0.5314674377441406,0.659000039100647,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
121,train,0.4568696618080139,0.6844000220298767,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
121,test,0.4785093665122986,0.6609999537467957,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
122,train,0.46451443433761597,0.6787999868392944,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
122,test,0.5341151356697083,0.6850000619888306,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
123,train,0.45618537068367004,0.6845999956130981,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
123,test,0.5197951197624207,0.6539999842643738,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
124,train,0.4571031928062439,0.6880000233650208,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
124,test,0.5282472372055054,0.6599999666213989,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
125,train,0.4539986550807953,0.6826000213623047,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
125,test,0.5647034645080566,0.6599999666213989,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
126,train,0.4580220878124237,0.6876000165939331,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
126,test,0.538585901260376,0.6729999780654907,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
127,train,0.4512225389480591,0.6916000247001648,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
127,test,0.534030556678772,0.6829999685287476,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
128,train,0.45208221673965454,0.6898000240325928,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
128,test,0.5244480967521667,0.6709999442100525,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
129,train,0.45211055874824524,0.6860000491142273,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
129,test,0.545177698135376,0.6650000214576721,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
130,train,0.4537730813026428,0.6855999827384949,0.65625,15.917450869051596,40.602268246966744,50,100,200,500,200,1,1,gru,gs,50,42,0
130,test,0.5412425398826599,0.6700000166893005,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
131,train,0.45615333318710327,0.6873999834060669,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
131,test,0.4427291750907898,0.7120000123977661,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
132,train,0.44133487343788147,0.693399965763092,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
132,test,0.43983548879623413,0.6960000395774841,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
133,train,0.4475163221359253,0.6840000152587891,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
133,test,0.440049409866333,0.7129999995231628,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
134,train,0.4398161768913269,0.6965999603271484,,,,50,100,200,500,200,1,1,gru,gs,50,42,0
