mode,epoch,acc,loss,length,complexity,information_loss,kl_accuracy,distractors,vocab_size,hidden_size,n_epochs,embedding_size,heads,max_len,sender_cell,train_method,batch_size,random_seed
train,10,0.8015843629837036,0.15563707053661346,2.7020132541656494,0.6151330900690427,0.3964619652622473,3.2821199124654505,1,8,20,100,10,4,2,gru,gs,25,42
test,10,0.8166000843048096,0.16895723342895508,2.677999973297119,0.6366965139180649,0.47480497014042766,2.9413782827395747,1,8,20,100,10,4,2,gru,gs,25,42
train,11,0.804118812084198,0.1505948007106781,2.7020747661590576,0.6163624340360515,0.3901808933152186,3.098922323455094,1,8,20,100,10,4,2,gru,gs,25,42
test,11,0.7786800265312195,0.13906481862068176,2.677999973297119,0.6366965139180649,0.430238161969577,3.7006798472075206,1,8,20,100,10,4,2,gru,gs,25,42
train,12,0.8045415282249451,0.14890062808990479,2.702011823654175,0.6107350995863129,0.3659425165595762,3.0216796956104566,1,8,20,100,10,4,2,gru,gs,25,42
test,12,0.777679979801178,0.17620275914669037,2.677999973297119,0.6366965139180649,0.4782931725179288,3.963337499242417,1,8,20,100,10,4,2,gru,gs,25,42
train,13,0.8065870404243469,0.14243651926517487,2.7020206451416016,0.6148755438064603,0.3643527514481934,3.2545886505793438,1,8,20,100,10,4,2,gru,gs,25,42
test,13,0.7956399917602539,0.1699868142604828,2.677999973297119,0.6366965139180649,0.40676735973218475,3.090051669764183,1,8,20,100,10,4,2,gru,gs,25,42
train,14,0.8049616813659668,0.15957295894622803,2.7207984924316406,0.5732481536544715,0.3686917233027009,3.4712601810166,1,8,20,100,10,4,2,gru,gs,25,42
test,14,0.779240071773529,0.17446906864643097,2.677999973297119,0.6366965139180649,0.36675455263647294,2.9979151134887223,1,8,20,100,10,4,2,gru,gs,25,42
train,15,0.8061246275901794,0.14666880667209625,2.7023606300354004,0.6157097749512801,0.33558364632349513,3.4418389331410713,1,8,20,100,10,4,2,gru,gs,25,42
test,15,0.8072800040245056,0.14216348528862,2.677999973297119,0.6366965139180649,0.37223385319087715,3.9145561773467414,1,8,20,100,10,4,2,gru,gs,25,42
train,16,0.805450975894928,0.15118719637393951,2.702035427093506,0.6163424163175363,0.32130956327703947,3.1910880589448047,1,8,20,100,10,4,2,gru,gs,25,42
test,16,0.7994000911712646,0.14888666570186615,2.677999973297119,0.6366965139180649,0.3378920885871661,3.1416402076002488,1,8,20,100,10,4,2,gru,gs,25,42
train,17,0.805180549621582,0.1475556343793869,2.702021360397339,0.6150481468935591,0.2949791643984912,2.952273696116676,1,8,20,100,10,4,2,gru,gs,25,42
test,17,0.8104400634765625,0.11304181814193726,2.677999973297119,0.6366965139180649,0.30458508985601596,2.9871468045681304,1,8,20,100,10,4,2,gru,gs,25,42
train,18,0.8131706714630127,0.14018018543720245,2.7020583152770996,0.6119308934727399,0.2696343347612558,2.6831299334278373,1,8,20,100,10,4,2,gru,gs,25,42
test,18,0.8056401014328003,0.1347820907831192,2.677999973297119,0.6366965139180649,0.24699669769136162,2.383643080806842,1,8,20,100,10,4,2,gru,gs,25,42
train,19,0.8142368793487549,0.13565249741077423,2.702160120010376,0.6127630908505577,0.25775551822483816,2.6415122898637633,1,8,20,100,10,4,2,gru,gs,25,42
test,19,0.8064400553703308,0.13218016922473907,2.677999973297119,0.6366965139180649,0.32507657099880233,2.7000877305666617,1,8,20,100,10,4,2,gru,gs,25,42
train,20,0.8174240589141846,0.13955576717853546,2.7021946907043457,0.6106811798308368,0.25995870493307377,2.7644367141863224,1,8,20,100,10,4,2,gru,gs,25,42
test,20,0.7927600145339966,0.13673865795135498,2.677999973297119,0.6366965139180649,0.26191018009445394,2.553578505014273,1,8,20,100,10,4,2,gru,gs,25,42
train,21,0.8179711103439331,0.1366054117679596,2.7031219005584717,0.613396063876794,0.23904184928963504,2.5717684546167203,1,8,20,100,10,4,2,gru,gs,25,42
test,21,0.811720073223114,0.152996227145195,2.677999973297119,0.6366965139180649,0.3047485588399111,2.7717388158456235,1,8,20,100,10,4,2,gru,gs,25,42
train,22,0.8351294994354248,0.13996458053588867,2.7050487995147705,0.6182208121264743,0.21462781560005434,2.522175480864636,1,8,20,100,10,4,2,gru,gs,25,42
test,22,0.8416000008583069,0.14194196462631226,2.677999973297119,0.6366965139180649,0.19479412907639232,2.3602734221967547,1,8,20,100,10,4,2,gru,gs,25,42
train,23,0.8543303608894348,0.14186516404151917,2.702373504638672,0.6123800509003758,0.2031145970630136,2.4459742294877773,1,8,20,100,10,4,2,gru,gs,25,42
test,23,0.8250800371170044,0.14425329864025116,2.677999973297119,0.6366965139180649,0.1634374676336084,2.0207686046337114,1,8,20,100,10,4,2,gru,gs,25,42
train,24,0.8588281273841858,0.12319613248109818,2.7027227878570557,0.6112200649165932,0.16303146533860952,1.9366129146252082,1,8,20,100,10,4,2,gru,gs,25,42
test,24,0.831279993057251,0.14511798322200775,2.677999973297119,0.6366965139180649,0.17276175795562015,2.1514290550365986,1,8,20,100,10,4,2,gru,gs,25,42
train,25,0.8410656452178955,0.1362295299768448,2.702707052230835,0.6147063861743208,0.1698218889364583,2.0064137070370394,1,8,20,100,10,4,2,gru,gs,25,42
test,25,0.8276399970054626,0.15668129920959473,2.677999973297119,0.6366965139180649,0.2202923162203643,2.4841622329144304,1,8,20,100,10,4,2,gru,gs,25,42
train,26,0.8544396758079529,0.12831243872642517,2.7050247192382812,0.6131673872374841,0.1529034241118351,1.8546670591662968,1,8,20,100,10,4,2,gru,gs,25,42
test,26,0.8338000774383545,0.14085640013217926,2.677999973297119,0.6366965139180649,0.19205115634691075,2.4290581464288117,1,8,20,100,10,4,2,gru,gs,25,42
train,27,0.8616319298744202,0.13364270329475403,2.705507755279541,0.6132913740878736,0.1583001525953519,2.0324893536487827,1,8,20,100,10,4,2,gru,gs,25,42
test,27,0.8594000339508057,0.1327243149280548,2.677999973297119,0.6366965139180649,0.20053636467012184,2.4825601843834737,1,8,20,100,10,4,2,gru,gs,25,42
train,28,0.8718839883804321,0.126984640955925,2.716574192047119,0.6252754748139879,0.1670739887755969,2.125906149994033,1,8,20,100,10,4,2,gru,gs,25,42
test,28,0.8894801139831543,0.11316776275634766,2.677999973297119,0.6366965139180649,0.10869652670932085,1.4672524863078507,1,8,20,100,10,4,2,gru,gs,25,42
train,29,0.8783451914787292,0.13259971141815186,2.703446626663208,0.6099363283435834,0.11829385404202385,1.5399477404038564,1,8,20,100,10,4,2,gru,gs,25,42
test,29,0.8520401120185852,0.13575050234794617,2.677999973297119,0.6366965139180649,0.13279736597846156,1.7639247634856292,1,8,20,100,10,4,2,gru,gs,25,42
train,30,0.8830976486206055,0.13982556760311127,2.7109780311584473,0.6170065594442625,0.12300918842957811,1.5996683507383467,1,8,20,100,10,4,2,gru,gs,25,42
test,30,0.8788000345230103,0.14777657389640808,2.677999973297119,0.6366965139180649,0.10649511750722776,1.3961359812371266,1,8,20,100,10,4,2,gru,gs,25,42
train,31,0.8958755731582642,0.1266598254442215,2.703338623046875,0.6140856037556784,0.08550015846827808,1.1192576445130327,1,8,20,100,10,4,2,gru,gs,25,42
test,31,0.8888400197029114,0.14181658625602722,2.677999973297119,0.6366965139180649,0.07189192919594663,0.8707975012028782,1,8,20,100,10,4,2,gru,gs,25,42
train,32,0.8973584771156311,0.13498710095882416,2.702131509780884,0.6126049184908233,0.09427366024892456,1.1717008473148114,1,8,20,100,10,4,2,gru,gs,25,42
test,32,0.900439977645874,0.12831000983715057,2.677999973297119,0.6366965139180649,0.08446729823374922,1.1255379676053707,1,8,20,100,10,4,2,gru,gs,25,42
train,33,0.897508978843689,0.13340097665786743,2.7022018432617188,0.6139006888535783,0.08892408372304322,1.198207256202039,1,8,20,100,10,4,2,gru,gs,25,42
test,33,0.8900800347328186,0.14644727110862732,2.677999973297119,0.6366965139180649,0.07455453641284274,1.0120437498537302,1,8,20,100,10,4,2,gru,gs,25,42
train,34,0.8999949097633362,0.13936324417591095,2.702254295349121,0.612655489887707,0.08256831792507453,1.1236525631730518,1,8,20,100,10,4,2,gru,gs,25,42
test,34,0.8915600180625916,0.14245955646038055,2.677999973297119,0.6366965139180649,0.09735545039906071,1.3717101832188636,1,8,20,100,10,4,2,gru,gs,25,42
train,35,0.9039008617401123,0.13307373225688934,2.7027339935302734,0.6134249864528842,0.08727432455480562,1.149010722885524,1,8,20,100,10,4,2,gru,gs,25,42
test,35,0.8992401361465454,0.1308174431324005,2.677999973297119,0.6366965139180649,0.09363832699137023,1.249451296483523,1,8,20,100,10,4,2,gru,gs,25,42
train,36,0.8975995182991028,0.13418659567832947,2.705695629119873,0.6172024715189617,0.10030795568719761,1.3241077773182157,1,8,20,100,10,4,2,gru,gs,25,42
test,36,0.8784399628639221,0.13596579432487488,2.677999973297119,0.6366965139180649,0.12342701686612753,1.6810105626018776,1,8,20,100,10,4,2,gru,gs,25,42
train,37,0.9003658294677734,0.1316838562488556,2.7061712741851807,0.6249836778387431,0.09040468375455267,1.196823131711845,1,8,20,100,10,4,2,gru,gs,25,42
test,37,0.8908000588417053,0.1621728241443634,2.677999973297119,0.6366965139180649,0.12357953353418549,1.6476169511725893,1,8,20,100,10,4,2,gru,gs,25,42
train,38,0.8998677730560303,0.1345248520374298,2.7071516513824463,0.616635322065405,0.08780450384140719,1.193378856948122,1,8,20,100,10,4,2,gru,gs,25,42
test,38,0.8970800042152405,0.1461041271686554,2.677999973297119,0.6366965139180649,0.09856269302881727,1.31307121106064,1,8,20,100,10,4,2,gru,gs,25,42
train,39,0.8959185481071472,0.1257706731557846,2.709163188934326,0.616639143929875,0.10189873556778527,1.3365642236834945,1,8,20,100,10,4,2,gru,gs,25,42
test,39,0.8943600654602051,0.12964123487472534,2.677999973297119,0.6366965139180649,0.09596735424285778,1.360186814445311,1,8,20,100,10,4,2,gru,gs,25,42
train,40,0.9042724370956421,0.1250239610671997,2.7037570476531982,0.6125204839816832,0.09156616917038844,1.200974809956623,1,8,20,100,10,4,2,gru,gs,25,42
test,40,0.8892800211906433,0.13511987030506134,2.677999973297119,0.6366965139180649,0.08577257401004636,1.1246698540143079,1,8,20,100,10,4,2,gru,gs,25,42
train,41,0.9099101424217224,0.12303218990564346,2.702106237411499,0.613209942402125,0.08274492227595714,1.1110179519291028,1,8,20,100,10,4,2,gru,gs,25,42
test,41,0.9082400798797607,0.12886808812618256,2.677999973297119,0.6366965139180649,0.051136973911118724,0.7120931213014755,1,8,20,100,10,4,2,gru,gs,25,42
train,42,0.9037386775016785,0.12367939203977585,2.7019009590148926,0.6273691394583595,0.07593493333358801,1.0311117966829009,1,8,20,100,10,4,2,gru,gs,25,42
test,42,0.9050000905990601,0.13242346048355103,2.677999973297119,0.6366965139180649,0.0615914465099271,0.7851502813724947,1,8,20,100,10,4,2,gru,gs,25,42
train,43,0.9023642539978027,0.1411411613225937,2.7032978534698486,0.6203310026724511,0.09185147949796503,1.2193812217098947,1,8,20,100,10,4,2,gru,gs,25,42
test,43,0.9027600288391113,0.1249813586473465,2.677999973297119,0.6366965139180649,0.07755951742091223,0.9751671156685042,1,8,20,100,10,4,2,gru,gs,25,42
train,44,0.9073004722595215,0.12971781194210052,2.716446876525879,0.6211253390727987,0.08226400437659592,1.0842494961230205,1,8,20,100,10,4,2,gru,gs,25,42
test,44,0.8999200463294983,0.11951984465122223,2.680000066757202,0.6486161009298762,0.06387845116954456,0.9063556553730377,1,8,20,100,10,4,2,gru,gs,25,42
train,45,0.9114202857017517,0.12391666322946548,2.729783773422241,0.6313215223520167,0.06717336465449081,0.9190658357577682,1,8,20,100,10,4,2,gru,gs,25,42
test,45,0.9024800658226013,0.1411183625459671,2.677999973297119,0.6366965139180649,0.07951599345912463,1.001503067752481,1,8,20,100,10,4,2,gru,gs,25,42
train,46,0.9128888845443726,0.12651106715202332,2.7459044456481934,0.6486688835051636,0.0828281609116678,1.0686558272304385,1,8,20,100,10,4,2,gru,gs,25,42
test,46,0.8694799542427063,0.13672468066215515,2.6989998817443848,0.6913605678044794,0.11946406401125512,1.6086863593587342,1,8,20,100,10,4,2,gru,gs,25,42
train,47,0.9052230715751648,0.1341482400894165,2.75376296043396,0.6456340358001594,0.09809665509562986,1.3179523794436137,1,8,20,100,10,4,2,gru,gs,25,42
test,47,0.9002400636672974,0.1512235701084137,2.694999933242798,0.8273207307598559,0.10919429620090285,1.36781519973572,1,8,20,100,10,4,2,gru,gs,25,42
train,48,0.936248242855072,0.11302242428064346,2.770658493041992,0.9638371096716252,0.056263914372010594,0.7494830300387822,1,8,20,100,10,4,2,gru,gs,25,42
test,48,0.9286801218986511,0.13030537962913513,2.736999988555908,0.8692168404497372,0.06538569056583785,0.8540795641098117,1,8,20,100,10,4,2,gru,gs,25,42
train,49,0.9423775672912598,0.09688638895750046,2.7870774269104004,0.9966742815105895,0.04194109777966151,0.5935023868051947,1,8,20,100,10,4,2,gru,gs,25,42
test,49,0.9517999887466431,0.11621131747961044,2.757999897003174,1.1240114992136463,0.04465899553122929,0.494731172024273,1,8,20,100,10,4,2,gru,gs,25,42
train,50,0.9486469030380249,0.09088853001594543,2.8040757179260254,1.0197553173122709,0.039306050367782105,0.5344357287100057,1,8,20,100,10,4,2,gru,gs,25,42
test,50,0.9427600502967834,0.0902760773897171,2.803999900817871,1.0846314210842267,0.044405971829722196,0.6341257254940408,1,8,20,100,10,4,2,gru,gs,25,42
train,51,0.9415465593338013,0.09642083197832108,2.7991340160369873,1.0261608340106625,0.03785832686198765,0.4960681763942792,1,8,20,100,10,4,2,gru,gs,25,42
test,51,0.9495599865913391,0.10463877767324448,2.803999900817871,1.0846314210842267,0.03736721791911113,0.47517711944317936,1,8,20,100,10,4,2,gru,gs,25,42
train,52,0.9488849639892578,0.09783138334751129,2.822100877761841,1.0264940728098098,0.04312913100528865,0.6031084686313356,1,8,20,100,10,4,2,gru,gs,25,42
test,52,0.9451199769973755,0.08770644664764404,2.803999900817871,1.0846314210842267,0.02968341827459168,0.44782124144094504,1,8,20,100,10,4,2,gru,gs,25,42
train,53,0.9480600357055664,0.09289949387311935,2.819509267807007,1.0243676129052848,0.037295489627373314,0.524141826247093,1,8,20,100,10,4,2,gru,gs,25,42
test,53,0.9363600611686707,0.12351538985967636,2.803999900817871,1.0846314210842267,0.053547739471622016,0.6528014445899925,1,8,20,100,10,4,2,gru,gs,25,42
train,54,0.9534141421318054,0.09053803235292435,2.836355686187744,1.0432518208020867,0.03283423933095748,0.4609272440924322,1,8,20,100,10,4,2,gru,gs,25,42
test,54,0.9430800080299377,0.08962802588939667,2.803999900817871,1.0846314210842267,0.032499926845944015,0.42505961130330494,1,8,20,100,10,4,2,gru,gs,25,42
train,55,0.951471209526062,0.09831875562667847,2.830192804336548,1.0580301216389836,0.04063394241613089,0.5390116078824111,1,8,20,100,10,4,2,gru,gs,25,42
test,55,0.9508400559425354,0.09544115513563156,2.803999900817871,1.1553931379419684,0.04194362858553758,0.5198206510086125,1,8,20,100,10,4,2,gru,gs,25,42
train,56,0.9516899585723877,0.08443953841924667,2.8264472484588623,1.1016084494781917,0.029677768997080498,0.4050467820767237,1,8,20,100,10,4,2,gru,gs,25,42
test,56,0.9514000415802002,0.09084335714578629,2.803999900817871,1.1209036962728596,0.01967930174716645,0.27942002832844126,1,8,20,100,10,4,2,gru,gs,25,42
train,57,0.9545139670372009,0.09082912653684616,2.8298397064208984,1.0495864414135572,0.028246717680040626,0.38107877144399405,1,8,20,100,10,4,2,gru,gs,25,42
test,57,0.9529600143432617,0.08266521990299225,2.803999900817871,1.0847556241321112,0.03621121039949315,0.44721527553625756,1,8,20,100,10,4,2,gru,gs,25,42
train,58,0.9544017314910889,0.08699081093072891,2.8291659355163574,1.057412557642247,0.03139167871833858,0.42529828798592034,1,8,20,100,10,4,2,gru,gs,25,42
test,58,0.9592800736427307,0.08664068579673767,2.803999900817871,1.0846314210842267,0.020814310070363887,0.29713368139053914,1,8,20,100,10,4,2,gru,gs,25,42
train,59,0.9582210183143616,0.08388891816139221,2.828817129135132,1.0468959014047778,0.02517101484504018,0.33741886528745835,1,8,20,100,10,4,2,gru,gs,25,42
test,59,0.9483999609947205,0.08674094080924988,2.803999900817871,1.0846314210842267,0.02423053938053288,0.35540048356473136,1,8,20,100,10,4,2,gru,gs,25,42
train,60,0.953025758266449,0.08570036292076111,2.829845905303955,1.0487321548289683,0.027469314730183308,0.3550000544560618,1,8,20,100,10,4,2,gru,gs,25,42
test,60,0.9586000442504883,0.08821172267198563,2.803999900817871,1.0846314210842267,0.024647907245155004,0.3468547346096253,1,8,20,100,10,4,2,gru,gs,25,42
train,61,0.9556843638420105,0.08938087522983551,2.8284435272216797,1.04601215049386,0.029439032156890806,0.4081086370262657,1,8,20,100,10,4,2,gru,gs,25,42
test,61,0.9442800283432007,0.12379270792007446,2.803999900817871,1.0846314210842267,0.024408602372135556,0.33682245197054406,1,8,20,100,10,4,2,gru,gs,25,42
train,62,0.9535999298095703,0.08639830350875854,2.8301289081573486,1.0469626107258652,0.02395366256862828,0.33349356538409386,1,8,20,100,10,4,2,gru,gs,25,42
test,62,0.9550399780273438,0.08794499188661575,2.803999900817871,1.0846314210842267,0.032452926021951774,0.4417918290381786,1,8,20,100,10,4,2,gru,gs,25,42
train,63,0.9555317163467407,0.08596470206975937,2.8308796882629395,1.0460616949827952,0.026966262832937547,0.36607535785910966,1,8,20,100,10,4,2,gru,gs,25,42
test,63,0.9518799781799316,0.07471252232789993,2.803999900817871,1.0846314210842267,0.02304195406719518,0.33757230990786996,1,8,20,100,10,4,2,gru,gs,25,42
train,64,0.957772433757782,0.08822160959243774,2.83502459526062,1.0506462883029857,0.025176401896557867,0.35158894675567276,1,8,20,100,10,4,2,gru,gs,25,42
test,64,0.9566799402236938,0.08760784566402435,2.803999900817871,1.0846314210842267,0.047120726938508654,0.6128075928668945,1,8,20,100,10,4,2,gru,gs,25,42
train,65,0.9508246183395386,0.09306035190820694,2.8297290802001953,1.0461459147899357,0.024659660785260388,0.34300224255685685,1,8,20,100,10,4,2,gru,gs,25,42
test,65,0.9480400681495667,0.10469824075698853,2.803999900817871,1.0846314210842267,0.018584150561013136,0.2779246793677754,1,8,20,100,10,4,2,gru,gs,25,42
train,66,0.954023540019989,0.08730911463499069,2.8295223712921143,1.0481149150349127,0.025423399610921927,0.3451968366532095,1,8,20,100,10,4,2,gru,gs,25,42
test,66,0.9465600848197937,0.09650535881519318,2.803999900817871,1.0846314210842267,0.031579792595957806,0.3945916035228223,1,8,20,100,10,4,2,gru,gs,25,42
train,67,0.9613792896270752,0.08735938370227814,2.843539237976074,1.0436693093256963,0.028815690413044492,0.37264961574614114,1,8,20,100,10,4,2,gru,gs,25,42
test,67,0.9515199661254883,0.08446716517210007,2.8259999752044678,1.1375994831469791,0.03363932178590996,0.43501868280754963,1,8,20,100,10,4,2,gru,gs,25,42
train,68,0.9576427936553955,0.08312828093767166,2.8449108600616455,1.0528862001450114,0.021406150864370352,0.30058741596428956,1,8,20,100,10,4,2,gru,gs,25,42
test,68,0.9571600556373596,0.07097575813531876,2.803999900817871,1.2039305938756046,0.013176564157847038,0.17427166112579207,1,8,20,100,10,4,2,gru,gs,25,42
train,69,0.9585078358650208,0.08111109584569931,2.83147931098938,1.0474910785082758,0.022861029107549374,0.2862585634652348,1,8,20,100,10,4,2,gru,gs,25,42
test,69,0.9508000612258911,0.0902356281876564,2.803999900817871,1.0846314210842267,0.0214827426379056,0.288500328842569,1,8,20,100,10,4,2,gru,gs,25,42
train,70,0.9561792016029358,0.08576637506484985,2.832566499710083,1.0469509985647447,0.0240889024191199,0.31152461926755237,1,8,20,100,10,4,2,gru,gs,25,42
test,70,0.9598000645637512,0.07164915651082993,2.803999900817871,1.0846314210842267,0.012497438288390552,0.1738866626800614,1,8,20,100,10,4,2,gru,gs,25,42
train,71,0.9580261707305908,0.08848408609628677,2.85710072517395,1.0547706071646739,0.02453937482770949,0.32675607236297494,1,8,20,100,10,4,2,gru,gs,25,42
test,71,0.9495200514793396,0.08641213178634644,2.8420000076293945,1.163955938155773,0.023037859373857585,0.3398867795678382,1,8,20,100,10,4,2,gru,gs,25,42
train,72,0.9591301679611206,0.0823560431599617,2.8360610008239746,1.0556557086470366,0.021922082373989817,0.2945750576249742,1,8,20,100,10,4,2,gru,gs,25,42
test,72,0.9518400430679321,0.07728935778141022,2.805999994277954,1.095838708482814,0.020314134379268427,0.2681186667741116,1,8,20,100,10,4,2,gru,gs,25,42
train,73,0.9520228505134583,0.10571211576461792,2.852161407470703,0.9304567209526966,0.039183937484411464,0.4884531197180423,1,8,20,100,10,4,2,gru,gs,25,42
test,73,0.9532800316810608,0.09016254544258118,2.803999900817871,1.0846314210842267,0.019993833306702808,0.2817825458474552,1,8,20,100,10,4,2,gru,gs,25,42
train,74,0.9562118053436279,0.09163596481084824,2.843536376953125,1.060381512198063,0.02182183495664126,0.29307142683749104,1,8,20,100,10,4,2,gru,gs,25,42
test,74,0.9512801170349121,0.07895398885011673,2.811000108718872,1.1240660966627074,0.02226925399339347,0.332724319079682,1,8,20,100,10,4,2,gru,gs,25,42
train,75,0.954713761806488,0.08629709482192993,2.848684310913086,1.0620304172775907,0.02421041372604144,0.3349176168483061,1,8,20,100,10,4,2,gru,gs,25,42
test,75,0.9635201096534729,0.07768456637859344,2.805999994277954,1.095838708482814,0.018720081453800615,0.28401782674414167,1,8,20,100,10,4,2,gru,gs,25,42
train,76,0.957209587097168,0.08640288561582565,2.8711531162261963,1.075666729389789,0.019923245138109422,0.27708451900734804,1,8,20,100,10,4,2,gru,gs,25,42
test,76,0.9502401351928711,0.09824366867542267,2.805999994277954,1.1878387084828603,0.023491247478039864,0.3257584314840756,1,8,20,100,10,4,2,gru,gs,25,42
train,77,0.9577832221984863,0.08649017661809921,2.8728203773498535,1.066246820995976,0.02568918342749565,0.3450985961924634,1,8,20,100,10,4,2,gru,gs,25,42
test,77,0.949679970741272,0.08442677557468414,2.803999900817871,1.0846314210842267,0.02604028562639665,0.29616910090489373,1,8,20,100,10,4,2,gru,gs,25,42
train,78,0.9593514800071716,0.07812777161598206,2.8574984073638916,1.0718409053368125,0.02096992374808751,0.28110421359480925,1,8,20,100,10,4,2,gru,gs,25,42
test,78,0.9532400369644165,0.07810188829898834,2.86299991607666,1.1852563444027746,0.022097014859424124,0.3370836704087885,1,8,20,100,10,4,2,gru,gs,25,42
train,79,0.9588028192520142,0.08672168850898743,2.8667783737182617,1.084530983515069,0.02319597055866073,0.3062296112474811,1,8,20,100,10,4,2,gru,gs,25,42
test,79,0.954039990901947,0.07736815512180328,2.8259999752044678,1.150137910514829,0.018110513182612135,0.24697865212877182,1,8,20,100,10,4,2,gru,gs,25,42
train,80,0.9567824006080627,0.09025577455759048,2.8765857219696045,1.0955718725006538,0.023952840151124654,0.33142352781519174,1,8,20,100,10,4,2,gru,gs,25,42
test,80,0.9632800221443176,0.07462155073881149,2.884000062942505,1.225985017870566,0.017411985669104246,0.23824758873333615,1,8,20,100,10,4,2,gru,gs,25,42
train,81,0.9566271305084229,0.08084546774625778,2.8864378929138184,1.0878686369169936,0.02389151822816824,0.31011845127302357,1,8,20,100,10,4,2,gru,gs,25,42
test,81,0.958079993724823,0.07229877263307571,2.86299991607666,1.1972081703069133,0.016781423871614815,0.25307592958296504,1,8,20,100,10,4,2,gru,gs,25,42
train,82,0.9573652148246765,0.0805763527750969,2.8973560333251953,1.1049544873196153,0.016806249353296682,0.23418959659709263,1,8,20,100,10,4,2,gru,gs,25,42
test,82,0.9579200148582458,0.08319254219532013,2.868000030517578,1.222866334349161,0.0359792001317334,0.4506864856539613,1,8,20,100,10,4,2,gru,gs,25,42
train,83,0.9603848457336426,0.07573341578245163,2.8884193897247314,1.1210253000852377,0.022572892691155654,0.29576618911313046,1,8,20,100,10,4,2,gru,gs,25,42
test,83,0.9629999995231628,0.048972707241773605,2.8259999752044678,1.2345391728997872,0.015180965934459245,0.2217567313789658,1,8,20,100,10,4,2,gru,gs,25,42
train,84,0.9532085657119751,0.08981376886367798,2.8945817947387695,1.1368105500217858,0.02855540570675348,0.36626622470433207,1,8,20,100,10,4,2,gru,gs,25,42
test,84,0.9587600231170654,0.07224668562412262,2.884000062942505,1.2296848414666397,0.02894164815939836,0.42165696416974324,1,8,20,100,10,4,2,gru,gs,25,42
train,85,0.9545121192932129,0.08012457937002182,2.8889501094818115,1.111694933817814,0.024503416562050243,0.3295982833612459,1,8,20,100,10,4,2,gru,gs,25,42
test,85,0.9535199999809265,0.10181546211242676,2.868000030517578,1.2296848414666397,0.04375757196973494,0.528985117966335,1,8,20,100,10,4,2,gru,gs,25,42
