mode,epoch,acc,loss,length,complexity,information_loss,kl_accuracy,distractors,vocab_size,hidden_size,n_epochs,embedding_size,heads,max_len,sender_cell,train_method,batch_size,random_seed
train,20,0.9720027446746826,0.05261974409222603,2.999154567718506,1.5585052716943195,0.011399583777025383,0.15447115733576133,1,8,20,100,10,4,2,gru,gs,25,42
test,20,0.9710000157356262,0.05147382616996765,3.0,1.6680039703541605,0.02023801700297473,0.24581698832599932,1,8,20,100,10,4,2,gru,gs,25,42
train,21,0.9773980379104614,0.048933424055576324,2.9997119903564453,1.498276228321539,0.009298918159747541,0.13169056057612333,1,8,20,100,10,4,2,gru,gs,25,42
test,21,0.9649999737739563,0.09637956321239471,3.0,1.3853207823192997,0.01935839587332406,0.2430632244906914,1,8,20,100,10,4,2,gru,gs,25,42
train,22,0.9734005928039551,0.053836360573768616,2.999736785888672,1.5446990116856592,0.012599800189067754,0.16838674553747202,1,8,20,100,10,4,2,gru,gs,25,42
test,22,0.9720000624656677,0.08297684043645859,3.0,1.6019120011736712,0.014064257326793728,0.19776953336448552,1,8,20,100,10,4,2,gru,gs,25,42
train,23,0.974399983882904,0.05222860351204872,2.9997448921203613,1.5081203176266762,0.010742220880897057,0.13334418911143583,1,8,20,100,10,4,2,gru,gs,25,42
test,23,0.984000027179718,0.039291445165872574,3.0,1.7756326432897864,0.008309387688793793,0.12388122105254706,1,8,20,100,10,4,2,gru,gs,25,42
train,24,0.9711952209472656,0.05087077245116234,2.9997267723083496,1.5833765864377638,0.011000238970323022,0.15484717502295076,1,8,20,100,10,4,2,gru,gs,25,42
test,24,0.9729999899864197,0.05357033759355545,3.0,1.7753749749975858,0.011795287670743903,0.15290942133533064,1,8,20,100,10,4,2,gru,gs,25,42
train,25,0.9772006869316101,0.04690936580300331,2.999877452850342,1.6062978607544403,0.010712848873434638,0.14199415184148764,1,8,20,100,10,4,2,gru,gs,25,42
test,25,0.9730000495910645,0.06306441873311996,3.0,1.6730039625596445,0.011300450146167726,0.16415304924262267,1,8,20,100,10,4,2,gru,gs,25,42
train,26,0.9729999899864197,0.04973233863711357,2.9999477863311768,1.6075608179894885,0.009378629362320982,0.13038268960327276,1,8,20,100,10,4,2,gru,gs,25,42
test,26,0.9850000143051147,0.031238844618201256,3.0,1.7753749749975858,0.008231676394070951,0.1237727196756658,1,8,20,100,10,4,2,gru,gs,25,42
train,27,0.9827995300292969,0.03477394953370094,2.999939441680908,1.6574644515366814,0.005937341633402519,0.08810209683142696,1,8,20,100,10,4,2,gru,gs,25,42
test,27,0.9750000238418579,0.04142437502741814,3.0,1.7753749749975858,0.009506480694432197,0.12174103899781923,1,8,20,100,10,4,2,gru,gs,25,42
train,28,0.9819996356964111,0.037425681948661804,2.999936819076538,1.6182309419016319,0.0057818600176627365,0.08361868060636038,1,8,20,100,10,4,2,gru,gs,25,42
test,28,0.9790000319480896,0.04262032359838486,3.0,1.7753749749975858,0.007667198779789498,0.09842892005001723,1,8,20,100,10,4,2,gru,gs,25,42
train,29,0.9742001891136169,0.04761650040745735,2.9999513626098633,1.674093553430929,0.007436374875256434,0.10178429515737003,1,8,20,100,10,4,2,gru,gs,25,42
test,29,0.9819999933242798,0.03223245590925217,3.0,1.7753749749975858,0.00889528189494908,0.11837015008054412,1,8,20,100,10,4,2,gru,gs,25,42
train,30,0.976998507976532,0.04592054709792137,2.9999022483825684,1.6662877733695982,0.00566335423347022,0.07621824391087072,1,8,20,100,10,4,2,gru,gs,25,42
test,30,0.9660000205039978,0.06678032130002975,3.0,1.491489718121709,0.005127494630600149,0.07938496029809762,1,8,20,100,10,4,2,gru,gs,25,42
train,31,0.9775997996330261,0.046411480754613876,2.999964475631714,1.610762719759063,0.006720436527010326,0.09283341424519796,1,8,20,100,10,4,2,gru,gs,25,42
test,31,0.968999981880188,0.04309433698654175,3.0,1.6896066432577002,0.007888933120975786,0.11442254657092868,1,8,20,100,10,4,2,gru,gs,25,42
train,32,0.9792003631591797,0.042612604796886444,2.9999454021453857,1.6161114802545484,0.00689652295586922,0.09760803871714532,1,8,20,100,10,4,2,gru,gs,25,42
test,32,0.9629999399185181,0.11683668941259384,3.0,1.69572585449071,0.015243315055728226,0.20044851018263787,1,8,20,100,10,4,2,gru,gs,25,42
train,33,0.9714019298553467,0.05534040927886963,2.999789237976074,1.5712287531865088,0.012714995314021945,0.1707236755683386,1,8,20,100,10,4,2,gru,gs,25,42
test,33,0.9829999804496765,0.05224529653787613,3.0,1.7157977206003852,0.013274666353357356,0.18646863345091816,1,8,20,100,10,4,2,gru,gs,25,42
train,34,0.973800003528595,0.04998423531651497,2.999973773956299,1.6705608465924215,0.009954358500405703,0.12932458996810892,1,8,20,100,10,4,2,gru,gs,25,42
test,34,0.9710000157356262,0.04825360327959061,3.0,1.6968686604099659,0.011090671173899069,0.13605987770836828,1,8,20,100,10,4,2,gru,gs,25,42
train,35,0.9786000847816467,0.0438929907977581,2.9999594688415527,1.684446684216813,0.007370112178152157,0.10229971288314213,1,8,20,100,10,4,2,gru,gs,25,42
test,35,0.9890000224113464,0.02952774241566658,3.0,1.7071394927298331,0.006717853508784864,0.09605173745926596,1,8,20,100,10,4,2,gru,gs,25,42
train,36,0.9767985343933105,0.044756583869457245,2.9999043941497803,1.6808185785331229,0.008458942786125337,0.11408469194174413,1,8,20,100,10,4,2,gru,gs,25,42
test,36,0.9810000658035278,0.0413891039788723,3.0,1.7075293129792073,0.010984450831315499,0.15206503619899472,1,8,20,100,10,4,2,gru,gs,25,42
train,37,0.9769999980926514,0.045387011021375656,2.9999759197235107,1.670550838269489,0.008652402722822848,0.11413857114007726,1,8,20,100,10,4,2,gru,gs,25,42
test,37,0.9819999933242798,0.04526558890938759,3.0,1.7067348627803303,0.0060900123738517435,0.08749325064267359,1,8,20,100,10,4,2,gru,gs,25,42
train,38,0.9798002243041992,0.04441900551319122,2.9999725818634033,1.6936643180246358,0.007098650930340331,0.098700622057696,1,8,20,100,10,4,2,gru,gs,25,42
test,38,0.9790000319480896,0.048396579921245575,3.0,1.6968686604099659,0.008189301568646248,0.11370562312390706,1,8,20,100,10,4,2,gru,gs,25,42
train,39,0.9814000129699707,0.03845536708831787,2.9999842643737793,1.6785338349569312,0.009518795693105373,0.12354479080484078,1,8,20,100,10,4,2,gru,gs,25,42
test,39,0.9760000109672546,0.0411960706114769,3.0,1.718187540849759,0.007955107661965872,0.1076922348406156,1,8,20,100,10,4,2,gru,gs,25,42
train,40,0.9810001254081726,0.03854372352361679,2.999981641769409,1.678730830447276,0.008116040250756426,0.09732430670496313,1,8,20,100,10,4,2,gru,gs,25,42
test,40,0.9750000238418579,0.04093637317419052,3.0,1.7177977206003852,0.0061077162455276095,0.08776646165130712,1,8,20,100,10,4,2,gru,gs,25,42
train,41,0.9770001173019409,0.04461672157049179,2.999987840652466,1.6960058581672666,0.007326910346430858,0.09851644427463509,1,8,20,100,10,4,2,gru,gs,25,42
test,41,0.9769999980926514,0.04680522158741951,3.0,1.7075293129792073,0.004557332810338712,0.06785897324827418,1,8,20,100,10,4,2,gru,gs,25,42
train,42,0.9799998998641968,0.03711654990911484,2.999986171722412,1.6867353633273685,0.007613888566213888,0.10124991194585553,1,8,20,100,10,4,2,gru,gs,25,42
test,42,0.9629999995231628,0.11094135046005249,3.0,1.6996688357251164,0.009508420002643563,0.13205110077754056,1,8,20,100,10,4,2,gru,gs,25,42
train,43,0.9837998151779175,0.0338568389415741,2.999988079071045,1.705261911410075,0.007152766891297394,0.096577012736973,1,8,20,100,10,4,2,gru,gs,25,42
test,43,0.9800000190734863,0.03580351918935776,3.0,1.6968686604099659,0.007140285536285589,0.09255778212851469,1,8,20,100,10,4,2,gru,gs,25,42
train,44,0.9796000123023987,0.04062671586871147,2.999973773956299,1.6986190787824247,0.006359873596643483,0.08650405548575729,1,8,20,100,10,4,2,gru,gs,25,42
test,44,0.9879999160766602,0.03546610847115517,3.0,1.7108993739397502,0.004976055287210986,0.07172581300753895,1,8,20,100,10,4,2,gru,gs,25,42
train,45,0.9770001173019409,0.03947765380144119,2.999964475631714,1.703792388890419,0.005749740889917876,0.08239920927509006,1,8,20,100,10,4,2,gru,gs,25,42
test,45,0.9779999852180481,0.039700575172901154,3.0,1.7108993739397502,0.008786734957348066,0.1137706313645383,1,8,20,100,10,4,2,gru,gs,25,42
train,46,0.9728001952171326,0.04556112363934517,2.999976873397827,1.681329963593985,0.0065113939452909305,0.08645320336519963,1,8,20,100,10,4,2,gru,gs,25,42
test,46,0.972000002861023,0.05669436976313591,3.0,1.6985306216133,0.008307326491768097,0.11817712928435554,1,8,20,100,10,4,2,gru,gs,25,42
train,47,0.9756006002426147,0.04915379360318184,2.999886989593506,1.6699068957032976,0.00972768574709335,0.1284526950315325,1,8,20,100,10,4,2,gru,gs,25,42
test,47,0.9739999771118164,0.04628635570406914,3.0,1.6925786837530938,0.006768040634589744,0.09909978665648157,1,8,20,100,10,4,2,gru,gs,25,42
train,48,0.9782023429870605,0.044418588280677795,2.999823570251465,1.7067918722037534,0.00821094845809755,0.09784615003067365,1,8,20,100,10,4,2,gru,gs,25,42
test,48,0.9750000238418579,0.053658682852983475,3.0,1.6925786837530938,0.013768994711234704,0.1468460490494698,1,8,20,100,10,4,2,gru,gs,25,42
train,49,0.9763997197151184,0.04740719869732857,2.9999313354492188,1.6901902515764378,0.00621127101606541,0.08655741832665138,1,8,20,100,10,4,2,gru,gs,25,42
test,49,0.971000075340271,0.057455457746982574,3.0,1.6925786837530938,0.0053990821191797255,0.0785115490020936,1,8,20,100,10,4,2,gru,gs,25,42
train,50,0.9746003746986389,0.04706238582730293,2.999868154525757,1.653354957380288,0.011378211178900588,0.13518446237322745,1,8,20,100,10,4,2,gru,gs,25,42
test,50,0.9700000286102295,0.05345200374722481,3.0,1.6925786837530938,0.006658308153837444,0.0918552841843323,1,8,20,100,10,4,2,gru,gs,25,42
train,51,0.9793999791145325,0.04316217079758644,2.999971389770508,1.7055087895340162,0.006506113553759284,0.09075459138945413,1,8,20,100,10,4,2,gru,gs,25,42
test,51,0.9719999432563782,0.059264879673719406,3.0,1.699393136592405,0.007975263525946498,0.11250329764177891,1,8,20,100,10,4,2,gru,gs,25,42
train,52,0.9793996810913086,0.03816109523177147,2.9999310970306396,1.7014434780656846,0.006456813326925096,0.08889216272902759,1,8,20,100,10,4,2,gru,gs,25,42
test,52,0.9799999594688416,0.04800780862569809,3.0,1.699393136592405,0.006481501518287163,0.09492226776401273,1,8,20,100,10,4,2,gru,gs,25,42
train,53,0.9803999066352844,0.03744520992040634,2.999979257583618,1.7013647457391232,0.006073752549832886,0.08650496165229228,1,8,20,100,10,4,2,gru,gs,25,42
test,53,0.9829999804496765,0.0417039729654789,3.0,1.699393136592405,0.004791863095228648,0.06915859648667008,1,8,20,100,10,4,2,gru,gs,25,42
train,54,0.9789999723434448,0.04129864275455475,2.9999756813049316,1.6878090152419674,0.00653679317513587,0.09346719717561441,1,8,20,100,10,4,2,gru,gs,25,42
test,54,0.9800000190734863,0.036439795047044754,3.0,1.7209648318450326,0.005019838832205228,0.07676221915495432,1,8,20,100,10,4,2,gru,gs,25,42
train,55,0.9797999262809753,0.03797782585024834,2.9999821186065674,1.698379556087647,0.0057021698580739105,0.07890890612957698,1,8,20,100,10,4,2,gru,gs,25,42
test,55,0.9819999933242798,0.03903961926698685,3.0,1.699393136592405,0.009605736082400675,0.1271935542780102,1,8,20,100,10,4,2,gru,gs,25,42
train,56,0.9837998747825623,0.032568834722042084,2.999983549118042,1.6955787768914727,0.0072648564660420046,0.08686705219265549,1,8,20,100,10,4,2,gru,gs,25,42
test,56,0.9810000658035278,0.03201156109571457,3.0,1.699393136592405,0.008599312836208985,0.10772648825930876,1,8,20,100,10,4,2,gru,gs,25,42
train,57,0.9792001247406006,0.03647618740797043,2.999994993209839,1.7000561477442324,0.0059059320426636,0.08164438994184595,1,8,20,100,10,4,2,gru,gs,25,42
test,57,0.9779999852180481,0.03475157171487808,3.0,1.6989620933686096,0.010555137514931184,0.1355939297081586,1,8,20,100,10,4,2,gru,gs,25,42
train,58,0.9804000854492188,0.03745419159531593,2.999986410140991,1.7021821871604474,0.006575530766474056,0.09001846015283999,1,8,20,100,10,4,2,gru,gs,25,42
test,58,0.9810000658035278,0.037927426397800446,3.0,1.699393136592405,0.0033682093188515715,0.04926927326719779,1,8,20,100,10,4,2,gru,gs,25,42
train,59,0.9818001985549927,0.0376020111143589,2.999981641769409,1.7053543293289253,0.008529585356774094,0.10769940616251322,1,8,20,100,10,4,2,gru,gs,25,42
test,59,0.9819999933242798,0.02946062944829464,3.0,1.7100513644629571,0.007292152642840113,0.09595177159617513,1,8,20,100,10,4,2,gru,gs,25,42
train,60,0.9707996845245361,0.07224507629871368,2.9999561309814453,1.511082678240504,0.008780909337371311,0.08736052736600156,1,8,20,100,10,4,2,gru,gs,25,42
test,60,0.9790000319480896,0.04228406399488449,3.0,1.7164452091419597,0.010873597150938665,0.15239484712847365,1,8,20,100,10,4,2,gru,gs,25,42
train,61,0.9769994020462036,0.04244551807641983,2.9999501705169678,1.6976701989070635,0.007366109430435696,0.10205879827607428,1,8,20,100,10,4,2,gru,gs,25,42
test,61,0.9729999899864197,0.0419900082051754,3.0,1.716187540849759,0.007030387218675716,0.09723776709582994,1,8,20,100,10,4,2,gru,gs,25,42
train,62,0.9795998334884644,0.03863781690597534,2.9999680519104004,1.702777684398381,0.007338933361655924,0.09672377173639293,1,8,20,100,10,4,2,gru,gs,25,42
test,62,0.9750000238418579,0.04032711684703827,3.0,1.716187540849759,0.00584510159914734,0.08345652915402742,1,8,20,100,10,4,2,gru,gs,25,42
train,63,0.9781994819641113,0.03995366767048836,2.9999492168426514,1.6876015548631675,0.005784125823362632,0.083361486007112,1,8,20,100,10,4,2,gru,gs,25,42
test,63,0.9800000190734863,0.040426094084978104,3.0,1.713418996642823,0.005186428715904706,0.0738282702914447,1,8,20,100,10,4,2,gru,gs,25,42
train,64,0.9794002175331116,0.034296467900276184,2.999922752380371,1.7045062940124152,0.004790874416753421,0.06913448683578248,1,8,20,100,10,4,2,gru,gs,25,42
test,64,0.9769999980926514,0.04773835092782974,3.0,1.718707163552832,0.004993000177794912,0.07505507645307939,1,8,20,100,10,4,2,gru,gs,25,42
train,65,0.9781994223594666,0.03745150938630104,2.9999167919158936,1.7046594473889554,0.005794292621954324,0.08145290251159651,1,8,20,100,10,4,2,gru,gs,25,42
test,65,0.9810000658035278,0.043612636625766754,3.0,1.7202761203290364,0.008431313304621608,0.11447998826094487,1,8,20,100,10,4,2,gru,gs,25,42
train,66,0.9789999723434448,0.0353500097990036,2.9999167919158936,1.7025100122262122,0.004093499879787069,0.06004257476535286,1,8,20,100,10,4,2,gru,gs,25,42
test,66,0.9809999465942383,0.044383324682712555,3.0,1.7177977206003852,0.006282324979359122,0.09366640210863758,1,8,20,100,10,4,2,gru,gs,25,42
train,67,0.9786003828048706,0.04037079960107803,2.999901294708252,1.695863321949947,0.007078967992923336,0.09461094696945939,1,8,20,100,10,4,2,gru,gs,25,42
test,67,0.9810000061988831,0.04803033918142319,3.0,1.7071394927298331,0.008073732854398809,0.11133771204049966,1,8,20,100,10,4,2,gru,gs,25,42
train,68,0.9807997941970825,0.03942006081342697,2.9999282360076904,1.7005854039708759,0.007365866421278763,0.09869807494048,1,8,20,100,10,4,2,gru,gs,25,42
test,68,0.9729999899864197,0.041683875024318695,3.0,1.7071394927298331,0.004454726665289885,0.06294069900842601,1,8,20,100,10,4,2,gru,gs,25,42
train,69,0.9785994291305542,0.03982891887426376,2.999863624572754,1.7032630653034,0.004419463762034422,0.06135085180275857,1,8,20,100,10,4,2,gru,gs,25,42
test,69,0.9750000238418579,0.05199946090579033,3.0,1.7067348627803303,0.013645327625155518,0.13569129572236133,1,8,20,100,10,4,2,gru,gs,25,42
train,70,0.977199912071228,0.05026496946811676,2.999972343444824,1.5576998152577333,0.02046099759340047,0.1865552191100779,1,8,20,100,10,4,2,gru,gs,25,42
test,70,0.9850000143051147,0.038997624069452286,3.0,1.625268842326192,0.017076366545754833,0.21712654854911986,1,8,20,100,10,4,2,gru,gs,25,42
train,71,0.9785999059677124,0.046921730041503906,2.9999942779541016,1.5846197944073628,0.015537244332761229,0.18721062793824178,1,8,20,100,10,4,2,gru,gs,25,42
test,71,0.9770000576972961,0.039512328803539276,3.0,1.7103270635956682,0.008355815058962992,0.11692396056945806,1,8,20,100,10,4,2,gru,gs,25,42
train,72,0.9777998924255371,0.047682251781225204,2.9999945163726807,1.6565416004172653,0.014232609105128996,0.17024239940607322,1,8,20,100,10,4,2,gru,gs,25,42
test,72,0.9810000061988831,0.035767942667007446,3.0,1.7061059544478736,0.011352236385890188,0.14762701943450368,1,8,20,100,10,4,2,gru,gs,25,42
train,73,0.9757999777793884,0.04169182479381561,2.9999985694885254,1.6569457707326412,0.015362469193906306,0.1816667638499455,1,8,20,100,10,4,2,gru,gs,25,42
test,73,0.9869999885559082,0.028695547953248024,3.0,1.7061059544478736,0.0172980154078404,0.18942488626389486,1,8,20,100,10,4,2,gru,gs,25,42
train,74,0.9801999926567078,0.03708992153406143,2.9999985694885254,1.6841380194056585,0.013746874118572137,0.16546153212464051,1,8,20,100,10,4,2,gru,gs,25,42
test,74,0.9789999723434448,0.03843730315566063,3.0,1.7084653455447467,0.01173793942233634,0.1496193862372628,1,8,20,100,10,4,2,gru,gs,25,42
train,75,0.982400119304657,0.03570408746600151,2.999999761581421,1.6826037818352677,0.012912752377284634,0.16115831074085438,1,8,20,100,10,4,2,gru,gs,25,42
test,75,0.984000027179718,0.033442068845033646,3.0,1.713418996642823,0.005365111990085104,0.07238015514967465,1,8,20,100,10,4,2,gru,gs,25,42
train,76,0.9787999987602234,0.03987693414092064,3.0,1.6837173448290947,0.01415952442506674,0.1747029109195198,1,8,20,100,10,4,2,gru,gs,25,42
test,76,0.9789999723434448,0.030757352709770203,3.0,1.7027631975529482,0.012137404527207138,0.1430219671648773,1,8,20,100,10,4,2,gru,gs,25,42
train,77,0.979400098323822,0.04120095074176788,2.999999523162842,1.6871315331361512,0.012672687089442953,0.15733228912225827,1,8,20,100,10,4,2,gru,gs,25,42
test,77,0.98499995470047,0.03205668181180954,3.0,1.7100513644629571,0.014484516614460149,0.18430703343409044,1,8,20,100,10,4,2,gru,gs,25,42
train,78,0.9786000847816467,0.03672202676534653,2.999999761581421,1.688623954874331,0.015021902465150457,0.18027575310224891,1,8,20,100,10,4,2,gru,gs,25,42
test,78,0.9729999899864197,0.05194886401295662,3.0,1.699393136592405,0.014643239625406205,0.17650069552774947,1,8,20,100,10,4,2,gru,gs,25,42
train,79,0.9796000123023987,0.039448004215955734,2.999999523162842,1.6873416595353492,0.01350510302683563,0.15861435686505818,1,8,20,100,10,4,2,gru,gs,25,42
test,79,0.9729999899864197,0.04426470398902893,3.0,1.7027631975529482,0.024009142702500444,0.28566488981080873,1,8,20,100,10,4,2,gru,gs,25,42
train,80,0.9793999791145325,0.03775709494948387,2.9999990463256836,1.6947294833681235,0.016137683261411476,0.1913032825694598,1,8,20,100,10,4,2,gru,gs,25,42
test,80,0.9779999852180481,0.03895910084247589,3.0,1.713418996642823,0.02568952973137635,0.28027513993459435,1,8,20,100,10,4,2,gru,gs,25,42
train,81,0.980400025844574,0.03519067168235779,3.0,1.698510593133632,0.01672344395916322,0.18488800509118472,1,8,20,100,10,4,2,gru,gs,25,42
test,81,0.984000027179718,0.03240656107664108,3.0,1.713418996642823,0.015321110053912483,0.16561595919609462,1,8,20,100,10,4,2,gru,gs,25,42
train,82,0.9789999127388,0.03203057497739792,3.0,1.697874862958204,0.014781005171917608,0.17400223058597822,1,8,20,100,10,4,2,gru,gs,25,42
test,82,0.9769999384880066,0.039322614669799805,3.0,1.7027631975529482,0.015165262943179872,0.18076925820639872,1,8,20,100,10,4,2,gru,gs,25,42
train,83,0.982200026512146,0.03429725393652916,3.0,1.6980813278652818,0.016463273558755587,0.18997381373810782,1,8,20,100,10,4,2,gru,gs,25,42
test,83,0.9780000448226929,0.050821613520383835,3.0,1.7023321543291525,0.022755675054033843,0.24181232541449812,1,8,20,100,10,4,2,gru,gs,25,42
train,84,0.9769999980926514,0.05037717893719673,2.999999761581421,1.6743184241877007,0.01823931371565866,0.20627991606425322,1,8,20,100,10,4,2,gru,gs,25,42
test,84,0.9800000190734863,0.03989844769239426,3.0,1.6968686604099659,0.025249332383572323,0.2781961387123804,1,8,20,100,10,4,2,gru,gs,25,42
train,85,0.977800190448761,0.038811713457107544,3.0,1.6921117842138325,0.01359611413165065,0.16752298651084763,1,8,20,100,10,4,2,gru,gs,25,42
test,85,0.9800000786781311,0.037534840404987335,3.0,1.7075293129792073,0.01812092551386894,0.22409268257517956,1,8,20,100,10,4,2,gru,gs,25,42
train,86,0.9801999926567078,0.03560619801282883,3.0,1.6963955449225494,0.012376687179997696,0.15107704914371248,1,8,20,100,10,4,2,gru,gs,25,42
test,86,0.9660000205039978,0.056951701641082764,3.0,1.7108993739397502,0.017013611244764897,0.20032898990241665,1,8,20,100,10,4,2,gru,gs,25,42
train,87,0.9833999872207642,0.03046606294810772,3.0,1.6960683955077123,0.015436328698659744,0.17298376724524475,1,8,20,100,10,4,2,gru,gs,25,42
